,Rotation Index,Thickness,Scaling Factor wrbragg,wR2
252,16,1578.13134765625,0.9399999976158142,0.13238076865673065
469,19,2092.42431640625,1.0,0.12231478095054626
547,34,1426.86865234375,0.9799999594688416,0.091994509100914
102,36,65.50505065917969,0.8399999737739563,0.15182672441005707
56,47,1699.141357421875,0.9399999976158142,0.08101768791675568
658,49,1759.646484375,0.9399999976158142,0.11748914420604706
377,50,2334.4443359375,0.9599999785423279,0.09462470561265945
