,Rotation Index,Orientation Matrix,wR2,alpha,beta,omega
0,28,"[[-0.5925539621139141, -0.42393044357176685, -0.6849606505209624], [-0.5321212416536018, 0.8444118256627571, -0.06229110770095401], [0.6048475467850236, 0.3275235726969864, -0.7258274869692459]]",0.1314888894557953,0.023072166547207736,-0.0046371205310747725,0.0031802901843269843
1,13,"[[-0.5923146214777119, -0.4231250260552829, -0.6856651182082005], [-0.198940022425321, 0.9014680880376337, -0.38439062214008163], [0.7808328837283545, -0.09132694462114216, -0.6180485213648989]]",0.10203763842582703,0.04009302324658335,-0.027679570806660572,0.04628908234580602
2,22,"[[-0.5940963814925261, -0.42002210376069415, -0.6860314327386361], [-0.4062897450762765, 0.8927699138216137, -0.19473841336887765], [0.6943282550209954, 0.16298250081025487, -0.7009385676361435]]",0.09851821511983871,-0.11548941344419301,-0.04116701523601697,0.20615209024039766
3,46,"[[-0.5731117946638283, -0.4376569565359799, -0.6928256988667937], [-0.7878789458492439, 0.5270086912850963, 0.3187548553554661], [0.22561882558140756, 0.7285177167772412, -0.6467336914365271]]",0.05697838217020035,0.3354741311654411,0.9772454810979552,-0.8548218849842597
4,27,"[[-0.5966098915497337, -0.41737762840741277, -0.6854639672848346], [-0.5091065591253356, 0.8571242504203594, -0.07879233629972059], [0.6204681447568129, 0.3019166476427444, -0.7237459825701866]]",0.07215263694524765,-0.2909739117657899,-0.18285858850285,0.27033345529105146
5,40,"[[-0.5913266556724036, -0.4253087364374632, -0.6851668314711977], [-0.718626783761323, 0.6635537949914062, 0.20825598296350945], [0.3660903427796094, 0.6154907401900465, -0.6978915871801677]]",0.08258134871721268,0.032872630931712964,0.03473714192708334,-0.05086398654513889
6,14,"[[-0.5948605211295909, -0.4117320068725335, -0.6903808957008611], [-0.21633744438639468, 0.9091814733085292, -0.35576840246470465], [0.7742431157159687, -0.062331789137062985, -0.6298260946660047]]",0.09771865606307983,-0.5481244900995813,0.02146729396250025,0.4703587040163846
7,39,"[[-0.610971762290192, -0.40617585392110805, -0.679516754243693], [-0.6898540103037579, 0.6943340184249889, 0.2051815215069089], [0.38849442234603077, 0.5940887274561982, -0.7042976755020762]]",0.19284804165363312,-0.5789121208207743,-0.9105358560080727,1.0752518841646643
8,41,"[[-0.6308869092386327, -0.38940161063271883, -0.671085982817396], [-0.6991175287329052, 0.6605412116529289, 0.273896259822617], [0.3366434141596368, 0.6419274322144024, -0.6888421702218878]]",0.05200275033712387,-1.3927449549203834,-2.1976048497008946,1.7525941679190118
9,24,"[[-0.5925389609624749, -0.4232290346318194, -0.6854071826243842], [-0.45146424168375837, 0.8791728710664691, -0.15257464302404689], [0.6672266096234505, 0.21898013398577082, -0.7119092760018895]]",0.12690798938274384,0.007273111356465739,0.000128364839162828,0.04398416102868248
10,17,"[[-0.5928777870293607, -0.4236601527842671, -0.6848475163272016], [-0.2958639671249546, 0.9055573307075884, -0.3040275676895344], [0.7490488741979121, 0.02231784489141394, -0.6621388683977852]]",0.11118331551551819,0.04154660795854205,-0.0792456262201547,0.019482847361849513
11,25,"[[-0.577324607459103, -0.4510564459423374, -0.6806266546776405], [-0.48915884149851274, 0.8585159137137784, -0.15402412707182866], [0.6538612748080126, 0.24396664545092095, -0.7161694601718477]]",0.07446223497390747,1.3006868438526782,0.5245350684934971,-1.1695540212784317
12,15,"[[-0.5956612371361216, -0.4092559977497958, -0.6911622825100174], [-0.2385517982483437, 0.9117859550283598, -0.3342596029206441], [0.7670684094589127, -0.03428223012682122, -0.6406584573781613]]",0.10387291759252548,-0.6538321393893001,0.03152090075160696,0.5922270162770379
13,29,"[[-0.6134486326241145, -0.3915093451127572, -0.6858640796921621], [-0.5275439276754929, 0.8494679354929751, -0.01306666293603706], [0.5877844868075898, 0.3537567733444359, -0.7275291987396856]]",0.06340501457452774,-1.282370698405101,-0.7701482273114613,1.6068422324236051
14,33,"[[-0.5928783692863088, -0.4238306082372176, -0.6847417176162771], [-0.6199071254663628, 0.7830000126469562, 0.05206443644746262], [0.5141246342070057, 0.4553006258321086, -0.726838973461862]]",0.09681915491819382,0.02134115819872184,-0.004765821673188285,0.029901296166610157
15,3,"[[-0.5867739890917305, -0.37369444180932054, -0.7183708553980882], [0.09661522828595416, 0.8485041703335888, -0.5202238874018064], [0.8040353650018174, -0.3747146791217042, -0.46172720302256426]]",0.08568331599235535,-2.1991303787326526,1.6061105023273945,2.1088243616922595
16,10,"[[-0.592573901754072, -0.4183288448339444, -0.6883786467552314], [-0.12277576508072714, 0.891502282949857, -0.43601656530630833], [0.7961758063055753, -0.17390900779251073, -0.5795702742919991]]",0.08492501825094223,-0.2518594834774265,0.009954781871519996,0.1488518849585123
17,7,"[[-0.5909684323362137, -0.4310003308829873, -0.6819112870186349], [-0.056429427870052014, 0.8653332870305752, -0.49795458893263606], [0.8047895101812216, -0.2558464480235195, -0.5356438550831002]]",0.09026613086462021,0.39923623018954374,-0.1653451542121444,-0.34855057819257695
18,44,"[[-0.5726580961215658, -0.4393535707917645, -0.6921267088811426], [-0.7733048817989364, 0.5699428045190127, 0.27796259367467013], [0.2723538580908021, 0.694372663795507, -0.6660134582996635]]",0.06997759640216827,0.3625119711147606,0.946454832522712,-1.0031461512871256
19,21,"[[-0.5910569672540108, -0.42575464090234755, -0.6851224951628906], [-0.38906569520585726, 0.8945176786098384, -0.22021044620163768], [0.7066777304825415, 0.13634942694708493, -0.694255880106569]]",0.08743792772293091,0.0901745264669078,0.010443372393640352,-0.11166623406671972
20,16,"[[-0.5986479529665042, -0.40716357129369546, -0.6898163171573499], [-0.2587620302818346, 0.9133132685945214, -0.3144793634459106], [0.7581397146206568, -0.009819099790840778, -0.6520230855001382]]",0.11729713529348373,-0.6033935385189529,-0.05399043275818516,0.8575954776978125
21,47,"[[-0.5970256399561815, -0.42167233999652515, -0.6824668429225405], [-0.7769118369988333, 0.5161819279970247, 0.36063625667013144], [0.2002049630465512, 0.7454989850342676, -0.6356550949962084]]",0.07553516328334808,-0.07308175983780829,-0.35103684438043026,0.23234943765444754
22,19,"[[-0.5921938567721234, -0.4235890879814951, -0.6854829462887889], [-0.34195014495509957, 0.9024072667565928, -0.26219421078053784], [0.7297193220019961, 0.07907895710336517, -0.6791495615856972]]",0.1929006725549698,0.030293180257185023,-0.012551353226447976,0.02109026805109023
23,31,"[[-0.5932873993739246, -0.4241574214227285, -0.6841848386317407], [-0.5863528855685608, 0.8100795983309504, 0.006227166343312584], [0.5516467257562258, 0.40482298611104284, -0.7291975574429044]]",0.07254112511873245,0.05548703559239215,-0.04093129907342209,0.029135031286524043
24,38,"[[-0.5981919756211462, -0.4186918791382542, -0.6832801927002315], [-0.6884849328060879, 0.704934718430761, 0.17073955957676593], [0.4102053157790006, 0.572524350589093, -0.7098262364911139]]",0.08986963331699371,-0.17971906490808312,-0.28783883577900865,0.3267275033252233
25,26,"[[-0.5917586116782307, -0.42289150272228737, -0.6862891540555468], [-0.49377202392137975, 0.8631261454805332, -0.10609943754470325], [0.6372791696885958, 0.2760358854345871, -0.7194630993935784]]",0.08292847126722336,-0.10207831420702695,0.022134151616538415,-0.046076070822234486
26,8,"[[-0.5915402271333476, -0.4255402099202486, -0.6848384302681724], [-0.07217814719421613, 0.8739253585306311, -0.48061901822154146], [0.8031090205007447, -0.2349270871454632, -0.547611128669645]]",0.07416245341300964,0.35153473911386446,0.08549500412779476,0.13423634866407091
27,43,"[[-0.6020832321869819, -0.4165898018523764, -0.6811438769390724], [-0.7398761826180441, 0.6119374682012837, 0.2796691584811808], [0.30032023288499327, 0.6723139282325082, -0.6765390126311567]]",0.045036181807518005,-0.06090789750485977,-0.43472636244375173,0.7064106266949322
28,5,"[[-0.5913597320041081, -0.423022676612631, -0.6865518466018612], [0.0009086929239173363, 0.8510231316705987, -0.5250657358604928], [0.806477906463674, -0.3111776136516734, -0.5028213674277594]]",0.16781611740589142,0.038881711432469296,0.013622580158110614,-0.0058072120118679346
29,4,"[[-0.5918749477906622, -0.4355567401184812, -0.6782199620352001], [0.01726735841252078, 0.8343927076706947, -0.5508370750803792], [0.805915689760482, -0.33778698271218266, -0.48628356184774596]]",0.11897636204957962,0.7377422950459271,-0.2888613681972876,-0.4180094991785307
30,9,"[[-0.59222869408435, -0.42291802033925746, -0.6858669849826482], [-0.09972988689611408, 0.8831231904610571, -0.45836944266887203], [0.799645462727674, -0.2031105390964847, -0.5651200803873953]]",0.10092266649007797,0.04389683824435931,-0.029336633408058435,0.03923241778077281
31,1,"[[-0.5889527697904593, -0.4082435531888313, -0.6974810095318128], [0.11107299600222796, 0.8139664516093371, -0.5701234797069482], [0.8005690151454018, -0.4132971881467211, -0.43400232062139266]]",0.12099321186542511,-0.870378113483147,0.4222124443270936,0.3527679208786194
32,50,"[[-0.5179352832107954, -0.4628247611592963, -0.719405598429254], [-0.8458668113855452, 0.4028500192936432, 0.34972566976834896], [0.12793232852902162, 0.7896351692673159, -0.6000210573043239]]",0.205666184425354,0.6082834238931953,4.0706952264226235,-3.015854373435496
33,42,"[[-0.6043425162895579, -0.41447507929905614, -0.6804328147086124], [-0.7292766593077373, 0.6318152423255196, 0.26280100219802754], [0.3209968129055486, 0.6550115392407213, -0.6839765787241137]]",0.046685293316841125,-0.24295624790136988,-0.6208570485752599,0.6923331313794592
34,45,"[[-0.5912449099174585, -0.4252432273315723, -0.6852779495692763], [-0.7669093714442186, 0.5595740249938639, 0.31436342500299236], [0.24978638337009648, 0.7113825806670987, -0.6568459206512164]]",0.06282036006450653,0.037762225115740754,0.013801480516975308,0.0020152150848765423
35,51,"[[-0.5899401301393448, -0.4262285750026631, -0.6857900403262962], [-0.8011797721733378, 0.4151748193589465, 0.4310736670068377], [0.10097250086465465, 0.8037282214690676, -0.5862971331889277]]",0.14786793291568756,0.029312431828613893,0.03126644100606773,-0.07559421650232002
36,34,"[[-0.5905094824522134, -0.42675621310757, -0.684971571378104], [-0.6383054677886668, 0.7663938032089855, 0.07276205301454045], [0.49394186389290873, 0.4801455246594087, -0.7248422735722032]]",0.0805007666349411,0.10624879028730191,0.08051043709573433,-0.14983547354895949
37,32,"[[-0.5860281880252765, -0.432813769485166, -0.6850193899283684], [-0.6114812780928472, 0.7909659317063953, 0.02333888921774086], [0.5317666866286686, 0.43251028227495925, -0.7280660347544531]]",0.041869454085826874,0.2808918559097269,0.2109459463558619,-0.545147445777044
38,49,"[[-0.6070139699679551, -0.41592805167358377, -0.6771602723699771], [-0.7801672531748679, 0.47442330995722715, 0.4078618205132935], [0.15161269158538318, 0.7758522916033324, -0.6123557934402678]]",0.11848939210176468,-0.1459566799797228,-0.9123905958459754,0.7113642515892091
39,12,"[[-0.5902316023207602, -0.43210836114037077, -0.6818482655388914], [-0.18064009558962135, 0.8939555428732571, -0.4101033237070196], [0.7868353694559527, -0.1189385999651369, -0.605618863585266]]",0.08220873028039932,0.4758236329827026,-0.087749505849057,-0.3279711069655349
