"total_loss","diff_loss","bond_length_loss","angle_loss","plane_loss","rigid_bond_loss","rbragg","wr","rotation_idx","num_bragg_spots","num_bragg_spots_obs"
"0.014463433995842934","0.014463433995842934","0","0","0","0","0.03264302760362625","0.01381562277674675","7","16","7"
"0.08514833450317383","0.08514833450317383","0","0","0","0","0.05006295442581177","0.08519517630338669","42","20","9"
"0.025573275983333588","0.025573275983333588","0","0","0","0","0.032032959163188934","0.0252008568495512","2","15","9"
"0.1361766755580902","0.1361766755580902","0","0","0","0","0.09671937674283981","0.13622798025608063","57","26","17"
"0.028861893340945244","0.028861893340945244","0","0","0","0","0.049086447805166245","0.02873534895479679","94","18","9"
"0.07062029093503952","0.07062029093503952","0","0","0","0","0.04467330127954483","0.0706198513507843","4","22","14"
"0.027704356238245964","0.027704356238245964","0","0","0","0","0.023974202573299408","0.027773646637797356","30","18","11"
"0.036899056285619736","0.036899056285619736","0","0","0","0","0.07869162410497665","0.03699081391096115","9","15","9"
"0.04038023203611374","0.04038023203611374","0","0","0","0","0.042999740689992905","0.04033563658595085","38","16","12"
"0.032643068581819534","0.032643068581819534","0","0","0","0","0.039067406207323074","0.03253616392612457","20","20","12"
"0.010036979801952839","0.010036979801952839","0","0","0","0","0.017325151711702347","0.010802265256643295","53","8","5"
"0.040043774992227554","0.040043774992227554","0","0","0","0","0.12018061429262161","0.04014413058757782","51","16","8"
"0.028028924018144608","0.028028924018144608","0","0","0","0","0.029704619199037552","0.027765095233917236","33","16","8"
"0.03986860811710358","0.03986860811710358","0","0","0","0","0.06137284263968468","0.03978298604488373","37","19","11"
"0.024259883910417557","0.024259883910417557","0","0","0","0","0.05268131569027901","0.024157116189599037","73","8","4"
"0.025167476385831833","0.025167476385831833","0","0","0","0","0.0053225914016366005","0.025303548201918602","68","18","5"
"0.010155961848795414","0.010155961848795414","0","0","0","0","0.010275606997311115","0.010338506661355495","12","15","5"
"0.0774548128247261","0.0774548128247261","0","0","0","0","0.061838023364543915","0.07736881822347641","59","23","15"
"0.03461065888404846","0.03461065888404846","0","0","0","0","0.03261951729655266","0.03485667705535889","39","24","15"
"0.04402513802051544","0.04402513802051544","0","0","0","0","0.03812447935342789","0.04410180822014809","61","11","8"
"0.02913512848317623","0.02913512848317623","0","0","0","0","0.02347521297633648","0.028958745300769806","55","13","8"
"0.0282292477786541","0.0282292477786541","0","0","0","0","0.04139501228928566","0.028043290600180626","44","18","8"
"0.014051505364477634","0.014051505364477634","0","0","0","0","0.012834387831389904","0.014674069359898567","74","17","7"
"0.11061011254787445","0.11061011254787445","0","0","0","0","0.07452228665351868","0.11060883104801178","56","19","11"
"0.19059978425502777","0.19059978425502777","0","0","0","0","0.13382810354232788","0.19055087864398956","18","21","12"
"0.026557140052318573","0.026557140052318573","0","0","0","0","0.027534274384379387","0.02676461823284626","23","16","9"
"0.024860519915819168","0.024860519915819168","0","0","0","0","0.0319790244102478","0.025065584108233452","34","18","9"
"0.03034234419465065","0.03034234419465065","0","0","0","0","0.021249204874038696","0.030502337962388992","77","21","11"
"0.03926006704568863","0.03926006704568863","0","0","0","0","0.0437387116253376","0.039000365883111954","90","19","11"
"0.04207508638501167","0.04207508638501167","0","0","0","0","0.04313137009739876","0.04195958003401756","91","21","10"
"0.03451492264866829","0.03451492264866829","0","0","0","0","0.04805057495832443","0.0343991219997406","97","17","7"
"0.06510598957538605","0.06510598957538605","0","0","0","0","0.07824612408876419","0.06496043503284454","31","25","15"
"0.027673382312059402","0.027673382312059402","0","0","0","0","0.037749215960502625","0.02780628204345703","32","17","11"
"0.01806483045220375","0.01806483045220375","0","0","0","0","0.021378183737397194","0.01801048405468464","1","21","13"
"0.025949859991669655","0.025949859991669655","0","0","0","0","0.02042071521282196","0.02600616030395031","46","15","7"
"0.02020244300365448","0.02020244300365448","0","0","0","0","0.01707591488957405","0.020506862550973892","47","13","5"
"0.018021905794739723","0.018021905794739723","0","0","0","0","0.03132171928882599","0.018468372523784637","13","19","11"
"0.026670385152101517","0.026670385152101517","0","0","0","0","0.05081523582339287","0.026503458619117737","16","20","14"
"0.16435328125953674","0.16435328125953674","0","0","0","0","0.09273196011781693","0.16430824995040894","19","24","14"
"0.04998617619276047","0.04998617619276047","0","0","0","0","0.05698607861995697","0.04982588812708855","81","20","11"
"0.0334448367357254","0.0334448367357254","0","0","0","0","0.05251523479819298","0.03342880681157112","15","22","16"
"0.03760281577706337","0.03760281577706337","0","0","0","0","0.02651473693549633","0.03753894567489624","3","19","11"
"0.016483699902892113","0.016483699902892113","0","0","0","0","0.022076623514294624","0.016321122646331787","84","20","10"
"0.02129497192800045","0.02129497192800045","0","0","0","0","0.02900230884552002","0.021283650770783424","29","17","8"
"0.01605999656021595","0.01605999656021595","0","0","0","0","0.014786231331527233","0.015754953026771545","48","13","9"
"0.020542984828352928","0.020542984828352928","0","0","0","0","0.028353745117783546","0.020200368016958237","6","21","12"
"0.05489372834563255","0.05489372834563255","0","0","0","0","0.055019915103912354","0.054777592420578","66","24","12"
"0.034982793033123016","0.034982793033123016","0","0","0","0","0.03485623002052307","0.03510165214538574","82","21","10"
"0.015225526876747608","0.015225526876747608","0","0","0","0","0.014160903170704842","0.015643982216715813","40","17","9"
"0.020808974280953407","0.020808974280953407","0","0","0","0","0.023768380284309387","0.020424382761120796","36","16","11"
"0.03479866683483124","0.03479866683483124","0","0","0","0","0.04045908898115158","0.03486432135105133","96","18","10"
"0.012383503839373589","0.012383503839373589","0","0","0","0","0.009714051149785519","0.013113961555063725","11","13","5"
"0.018583737313747406","0.018583737313747406","0","0","0","0","0.00830326322466135","0.018301326781511307","69","17","7"
"0.03032422810792923","0.03032422810792923","0","0","0","0","0.03182355687022209","0.03023817390203476","76","19","11"
"0.05335204675793648","0.05335204675793648","0","0","0","0","0.03867463394999504","0.05333336815237999","43","19","7"
"0.02113492600619793","0.02113492600619793","0","0","0","0","0.036588311195373535","0.021066315472126007","63","16","10"
"0.03747265785932541","0.03747265785932541","0","0","0","0","0.0700569823384285","0.03734731301665306","14","18","11"
"0.05222570151090622","0.05222570151090622","0","0","0","0","0.05856582149863243","0.05232619866728783","75","23","10"
"0.06245055049657822","0.06245055049657822","0","0","0","0","0.058694735169410706","0.062436480075120926","71","18","8"
"0.026483995839953423","0.026483995839953423","0","0","0","0","0.028138432651758194","0.026794305071234703","83","22","11"
"0.030944034457206726","0.030944034457206726","0","0","0","0","0.031249435618519783","0.031154319643974304","54","14","9"
"0.023575754836201668","0.023575754836201668","0","0","0","0","0.04010046273469925","0.02348044142127037","95","18","8"
"0.029206039384007454","0.029206039384007454","0","0","0","0","0.05502136051654816","0.029437679797410965","92","14","6"
"0.022891851142048836","0.022891851142048836","0","0","0","0","0.033536508679389954","0.023072609677910805","35","18","12"
"0.014703215099871159","0.014703215099871159","0","0","0","0","0.039908092468976974","0.014669382944703102","65","16","7"
"0.02234455943107605","0.02234455943107605","0","0","0","0","0.027230992913246155","0.02263566106557846","17","15","7"
"0.012688728980720043","0.012688728980720043","0","0","0","0","0.018034495413303375","0.012547263875603676","21","16","9"
"0.06757330894470215","0.06757330894470215","0","0","0","0","0.05663864687085152","0.06759482622146606","67","25","12"
"0.027790162712335587","0.027790162712335587","0","0","0","0","0.04228939861059189","0.027476919814944267","28","17","10"
"0.04444203898310661","0.04444203898310661","0","0","0","0","0.0376264825463295","0.04449930787086487","60","16","10"
"0.04130018502473831","0.04130018502473831","0","0","0","0","0.04286287724971771","0.04125087708234787","22","15","8"
"0.026874419301748276","0.026874419301748276","0","0","0","0","0.03135035187005997","0.026563052088022232","10","17","11"
"0.07153058797121048","0.07153058797121048","0","0","0","0","0.09779119491577148","0.0714869350194931","8","20","13"
"0.041439201682806015","0.041439201682806015","0","0","0","0","0.10951431095600128","0.041458263993263245","52","15","8"
"0.02438642643392086","0.02438642643392086","0","0","0","0","0.05209725722670555","0.024246295914053917","49","21","9"
"0.0232718326151371","0.0232718326151371","0","0","0","0","0.037566691637039185","0.023358438163995743","78","13","11"
"0.11850602924823761","0.11850602924823761","0","0","0","0","0.08561937510967255","0.11849044263362885","0","18","8"
"0.01827831193804741","0.01827831193804741","0","0","0","0","0.01636268012225628","0.018183251842856407","24","19","10"
"0.01427948847413063","0.01427948847413063","0","0","0","0","0.024959508329629898","0.014516718685626984","50","18","8"
"0.01696658879518509","0.01696658879518509","0","0","0","0","0.028777308762073517","0.017280302941799164","98","15","7"
"0.02119055762887001","0.02119055762887001","0","0","0","0","0.02461865358054638","0.020964140072464943","70","9","3"
"0.028571762144565582","0.028571762144565582","0","0","0","0","0.03173335641622543","0.028539642691612244","25","18","11"
"0.03591226413846016","0.03591226413846016","0","0","0","0","0.04197578877210617","0.03613296151161194","86","15","12"
"0.038966380059719086","0.038966380059719086","0","0","0","0","0.05376313626766205","0.03879684954881668","87","15","9"
"0.010926919989287853","0.010926919989287853","0","0","0","0","0.004567591939121485","0.010478589683771133","72","12","4"
"0.04724903404712677","0.04724903404712677","0","0","0","0","0.02967999503016472","0.04713035002350807","41","19","10"
"0.032447248697280884","0.032447248697280884","0","0","0","0","0.03476201742887497","0.03241658955812454","80","20","10"
"0.12017443776130676","0.12017443776130676","0","0","0","0","0.07476165890693665","0.1202344000339508","58","23","17"
"0.021822072565555573","0.021822072565555573","0","0","0","0","0.03675166517496109","0.02192276529967785","62","16","10"
"0.02507331781089306","0.02507331781089306","0","0","0","0","0.0203364510089159","0.024814900010824203","93","19","7"
