Intensity,HKL,G-vector Length
0.03198301,-11 -3 -1,1.4041394021378208
0.07434995,-10 -4 0,1.3213602848579946
0.16713797,-9 1 -3,1.143757486330632
0.00738341,-9 5 -5,1.3294447172983401
0.06787626,-8 0 -2,0.999905709842989
0.00043985975,-6 4 -4,0.9438526826395534
0.17972285,-6 8 -6,1.3124527186367698
0.95146954,-5 -7 3,1.0703558286787345
0.22240855,-5 3 -3,0.7570766821280147
0.072041795,-5 7 -5,1.1231225379984706
0.25756362,-4 -8 4,1.128918094258976
0.15127784,-3 -9 5,1.215188381645302
2.041702,-3 -3 1,0.5220870167437118
0.2930527,-2 6 -4,0.8316660885066868
0.26329982,-1 5 -3,0.6618798604781392
0.042114027,4 2 0,0.5476933138171399
0.06048457,9 3 1,1.1682493327914856
0.00088543387,10 2 2,1.2661648466598394
0.04177836,11 1 3,1.3838253538825445
0.08369195,12 0 4,1.5166423694994138
