"Step","Theta","Pred Thickness"
"2620","-29.891","1978.9474339163698"
"2620","-29.43021105527638","1977.1936227102597"
"2620","-28.969422110552763","1975.4252455655287"
"2620","-28.508633165829146","1973.6426925443552"
"2620","-28.047844221105525","1971.8463710668411"
"2620","-27.587055276381907","1970.0367061213894"
"2620","-27.12626633165829","1968.2141404619092"
"2620","-26.665477386934672","1966.3791347910246"
"2620","-26.204688442211054","1964.5321679284657"
"2620","-25.743899497487437","1962.6737369638104"
"2620","-25.283110552763816","1960.804357392759"
"2620","-24.8223216080402","1958.9245632361144"
"2620","-24.36153266331658","1957.034907140659"
"2620","-23.900743718592963","1955.135960461122"
"2620","-23.439954773869346","1953.2283133224416"
"2620","-22.979165829145728","1951.3125746615526"
"2620","-22.51837688442211","1949.3893722479336"
"2620","-22.05758793969849","1947.4593526821814"
"2620","-21.596798994974872","1945.5231813718979"
"2620","-21.136010050251254","1943.581542484206"
"2620","-20.675221105527637","1941.6351388742446"
"2620","-20.21443216080402","1939.6846919890158"
"2620","-19.753643216080402","1937.7309417460137"
"2620","-19.29285427135678","1935.7746463860885"
"2620","-18.832065326633163","1933.8165823000527"
"2620","-18.371276381909546","1931.8575438285827"
"2620","-17.910487437185928","1929.8983430350145"
"2620","-17.44969849246231","1927.9398094506946"
"2620","-16.988909547738693","1925.9827897925938"
"2620","-16.528120603015072","1924.028147652959"
"2620","-16.067331658291454","1922.0767631608296"
"2620","-15.606542713567837","1920.12953261532"
"2620","-15.14575376884422","1918.1873680906242"
"2620","-14.684964824120602","1916.2511970127764"
"2620","-14.224175879396983","1914.3219617082543"
"2620","-13.763386934673365","1912.4006189246043"
"2620","-13.302597989949748","1910.4881393233118"
"2620","-12.841809045226128","1908.5855069452332"
"2620","-12.38102010050251","1906.693718648964"
"2620","-11.920231155778893","1904.8137835225884"
"2620","-11.459442211055276","1902.9467222693347"
"2620","-10.998653266331656","1901.0935665677152"
"2620","-10.537864321608039","1899.2553584068119"
"2620","-10.077075376884421","1897.4331493974196"
"2620","-9.616286432160802","1895.6280000598301"
"2620","-9.155497487437184","1893.8409790890987"
"2620","-8.694708542713567","1892.0731625986882"
"2620","-8.233919597989948","1890.3256333434438"
"2620","-7.77313065326633","1888.5994799228952"
"2620","-7.312341708542712","1886.8957959659292"
"2620","-6.851552763819094","1885.2156792979263"
"2620","-6.390763819095476","1883.5602310914676"
"2620","-5.929974874371858","1881.9305550017746"
"2620","-5.46918592964824","1880.327756288051"
"2620","-5.008396984924621","1878.7529409219246"
"2620","-4.547608040201004","1877.2072146841954"
"2620","-4.086819095477385","1875.691682251113"
"2620","-3.6260301507537673","1874.2074462713958"
"2620","-3.1652412060301494","1872.7556064352152"
"2620","-2.704452261306531","1871.337258536351"
"2620","-2.243663316582913","1869.9534935287104"
"2620","-1.782874371859295","1868.6053965783872"
"2620","-1.3220854271356768","1867.2940461124094"
"2620","-0.8612964824120587","1866.0205128652965"
"2620","-0.4005075376884406","1864.7858589245118"
"2620","0.06028140703517748","1863.5911367758558"
"2620","0.5210703517587956","1862.437388349812"
"2620","0.9818592964824137","1861.3256440697976"
"2620","1.4426482412060317","1860.256921903242"
"2620","1.9034371859296497","1859.2322264163463"
"2620","2.364226130653268","1858.2525478333405"
"2620","2.825015075376886","1857.318861100994"
"2620","3.285804020100504","1856.4321249590873"
"2620","3.746592964824122","1855.593281017491"
"2620","4.20738190954774","1854.8032528404565"
"2620","4.6681708542713585","1854.0629450386639"
"2620","5.128959798994977","1853.3732423695276"
"2620","5.589748743718594","1852.7350088462163"
"2620","6.050537688442213","1852.1490868557903"
"2620","6.51132663316583","1851.6162962868398"
"2620","6.972115577889449","1851.1374336669528"
"2620","7.432904522613067","1850.7132713103297"
"2620","7.893693467336685","1850.3445564758235"
"2620","8.354482412060303","1850.0320105356848"
"2620","8.81527135678392","1849.776328155257"
"2620","9.27606030150754","1849.5781764838916"
"2620","9.736849246231158","1849.4381943573298"
"2620","10.197638190954775","1849.3569915118264"
"2620","10.658427135678394","1849.335147810305"
"2620","11.119216080402012","1849.3732124808575"
"2620","11.58000502512563","1849.4717033679403"
"2620","12.040793969849247","1849.631106196658"
"2620","12.501582914572866","1849.851873850582"
"2620","12.962371859296484","1850.1344256635996"
"2620","13.423160804020101","1850.4791467263674"
"2620","13.88394974874372","1850.8863872080042"
"2620","14.344738693467338","1851.3564616937424"
"2620","14.805527638190956","1851.8896485393457"
"2620","15.266316582914575","1852.486189243184"
"2620","15.727105527638193","1853.1462878369591"
"2620","16.18789447236181","1853.8701102961709"
"2620","16.648683417085426","1854.6577839715173"
"2620","17.109472361809043","1855.5093970425269"
"2620","17.57026130653266","1856.42499799483"
"2620","18.03105025125628","1857.4045951225835"
"2620","18.491839195979896","1858.4481560576573"
"2620","18.952628140703514","1859.5556073273206"
"2620","19.413417085427135","1860.7268339422326"
"2620","19.874206030150752","1861.961679016672"
"2620","20.33499497487437","1863.2599434229983"
"2620","20.795783919597987","1864.6213854824464"
"2620","21.256572864321605","1866.0457206944118"
"2620","21.717361809045222","1867.5326215064551"
"2620","22.178150753768843","1869.0817171273052"
"2620","22.63893969849246","1870.6925933851776"
"2620","23.09972864321608","1872.3647926337537"
"2620","23.560517587939696","1874.0978137081715"
"2620","24.021306532663314","1875.8911119333727"
"2620","24.48209547738693","1877.744099187131"
"2620","24.942884422110552","1879.656144020035"
"2620","25.40367336683417","1881.6265718346433"
"2620","25.864462311557787","1883.6546651259423"
"2620","26.325251256281405","1885.739663785137"
"2620","26.786040201005022","1887.8807654686752"
