orientation,h,k,l,thickness_A,I_with_abs,I_without_abs,L_factor
orientation_1,-13,-5,0,1900.0,6.233484630100469e-06,5.297883870653378e-05,0.9702355124567372
orientation_1,-13,-5,0,1920.0,6.154184361090898e-06,5.3495795990707153e-05,0.9702355124567372
orientation_1,-13,-5,0,1940.0,6.075241885626839e-06,5.401199611501577e-05,0.9702355124567372
orientation_1,-13,-5,0,1960.0,5.996503377118575e-06,5.452578235079906e-05,0.9702355124567372
orientation_1,-13,-5,0,1980.0,5.9182147180778006e-06,5.5039140558444725e-05,0.9702355124567372
orientation_1,-13,-5,0,2000.0,5.840288401110459e-06,5.555103004035582e-05,0.9702355124567372
orientation_1,-13,-5,0,2020.0,5.762767385482356e-06,5.606161811996959e-05,0.9702355124567372
orientation_1,-13,-5,0,2040.0,5.685675342235331e-06,5.657090505511172e-05,0.9702355124567372
orientation_1,-13,-5,0,2060.0,5.609032337139943e-06,5.707886812622177e-05,0.9702355124567372
orientation_1,-13,-5,0,2080.0,5.532857143886797e-06,5.7585482636272377e-05,0.9702355124567372
orientation_1,-13,-5,0,2100.0,5.457140803102313e-06,5.809043433625932e-05,0.9702355124567372
orientation_1,-13,-5,0,2120.0,5.381997431403328e-06,5.8594758229713535e-05,0.9702355124567372
orientation_1,-13,-5,0,2140.0,5.307338254402851e-06,5.9097296257040215e-05,0.9702355124567372
orientation_1,-13,-5,0,2160.0,5.23322057632027e-06,5.959848966841615e-05,0.9702355124567372
orientation_1,-13,-5,0,2180.0,5.159660182576601e-06,6.0098341165962275e-05,0.9702355124567372
orientation_1,-13,-5,0,2200.0,5.08665970821707e-06,6.05967068782181e-05,0.9702355124567372
orientation_1,-13,-5,0,2220.0,5.0142433142487714e-06,6.10937086861478e-05,0.9702355124567372
orientation_1,-13,-5,0,2240.0,4.942401203078055e-06,6.158906255681842e-05,0.9702355124567372
orientation_1,-13,-5,0,2260.0,4.871231124675902e-06,6.208386874271883e-05,0.9702355124567372
orientation_1,-13,-5,0,2280.0,4.800555874148522e-06,6.257568279507031e-05,0.9702355124567372
orientation_1,-13,-5,0,2300.0,4.730607727480033e-06,6.30674038880894e-05,0.9702355124567372
orientation_1,-13,-5,0,2320.0,4.6612570841546025e-06,6.35571957360015e-05,0.9702355124567372
orientation_1,-13,-5,0,2340.0,4.592546798549451e-06,6.404551760062351e-05,0.9702355124567372
orientation_1,-13,-5,0,2360.0,4.524484120176706e-06,6.453235237694728e-05,0.9702355124567372
orientation_1,-13,-5,0,2380.0,4.4570668524982075e-06,6.501754695708782e-05,0.9702355124567372
orientation_1,-13,-5,0,2400.0,4.390356849341002e-06,6.550193423445234e-05,0.9702355124567372
orientation_1,-13,-5,0,2420.0,4.32423374708936e-06,6.598359085047869e-05,0.9702355124567372
orientation_1,-13,-5,0,2440.0,4.2565218908847355e-06,6.646463855041843e-05,0.9702355124567372
orientation_1,-13,-5,0,2460.0,4.1941098267996254e-06,6.694390126702802e-05,0.9702355124567372
orientation_1,-13,-5,0,2480.0,4.1300571322195454e-06,6.742161301800905e-05,0.9702355124567372
orientation_1,-13,-5,0,2500.0,4.066759183204303e-06,6.789900326397407e-05,0.9702355124567372
orientation_1,-10,0,-4,100.0,1.1308409223929368e-05,1.2646739657529217e-05,0.8821751645096136
orientation_1,-10,0,-4,120.0,1.3270293970165022e-05,1.5176554094350314e-05,0.8821751645096136
orientation_1,-10,0,-4,140.0,1.5138510332118088e-05,1.7704623163203292e-05,0.8821751645096136
orientation_1,-10,0,-4,160.0,1.691576549561533e-05,2.023065671547462e-05,0.8821751645096136
orientation_1,-10,0,-4,180.0,1.8605086899428173e-05,2.2754364958947513e-05,0.8821751645096136
orientation_1,-10,0,-4,200.0,2.020930832744419e-05,2.5275458504541627e-05,0.8821751645096136
orientation_1,-10,0,-4,220.0,2.173119049540797e-05,2.779364841489757e-05,0.8821751645096136
orientation_1,-10,0,-4,240.0,2.3173423369661628e-05,3.0308646253575788e-05,0.8821751645096136
orientation_1,-10,0,-4,260.0,2.4538627443883736e-05,3.2820164134448004e-05,0.8821751645096136
orientation_1,-10,0,-4,280.0,2.5829355188836174e-05,3.532791477111295e-05,0.8821751645096136
orientation_1,-10,0,-4,300.0,2.7048092479741963e-05,3.783161152626094e-05,0.8821751645096136
orientation_1,-10,0,-4,320.0,2.8197260001404546e-05,4.0330968460946504e-05,0.8821751645096136
orientation_1,-10,0,-4,340.0,2.9279214631198938e-05,4.2825700383745e-05,0.8821751645096136
orientation_1,-10,0,-4,360.0,3.0296250800079312e-05,4.531552289977688e-05,0.8821751645096136
orientation_1,-10,0,-4,380.0,3.125060183175561e-05,4.7800152459584714e-05,0.8821751645096136
orientation_1,-10,0,-4,400.0,3.2144441260199654e-05,5.027930640785246e-05,0.8821751645096136
orientation_1,-10,0,-4,420.0,3.29798841256459e-05,5.275270303195575e-05,0.8821751645096136
orientation_1,-10,0,-4,440.0,3.3758988249258805e-05,5.522006161033347e-05,0.8821751645096136
orientation_1,-10,0,-4,460.0,3.448375548664201e-05,5.768110246066982e-05,0.8821751645096136
orientation_1,-10,0,-4,480.0,3.515613296036998e-05,6.013554698787961e-05,0.8821751645096136
orientation_1,-10,0,-4,500.0,3.577801427172628e-05,6.258311773188432e-05,0.8821751645096136
orientation_1,-10,0,-4,520.0,3.6351240691836414e-05,6.502353841517265e-05,0.8821751645096136
orientation_1,-10,0,-4,540.0,3.687760233238664e-05,6.7456533990134e-05,0.8821751645096136
orientation_1,-10,0,-4,560.0,3.735883929612401e-05,6.988183068615765e-05,0.8821751645096136
orientation_1,-10,0,-4,580.0,3.779664280733484e-05,7.229915605648724e-05,0.8821751645096136
orientation_1,-10,0,-4,600.0,3.8192656322501226e-05,7.470823902482157e-05,0.8821751645096136
orientation_1,-10,0,-4,620.0,3.8548476621342936e-05,7.71088099316561e-05,0.8821751645096136
orientation_1,-10,0,-4,640.0,3.8863750085132377e-05,7.950060058034924e-05,0.8821751645096136
orientation_1,-10,0,-4,660.0,3.914569771566844e-05,8.188334428290981e-05,0.8821751645096136
orientation_1,-10,0,-4,680.0,3.939006823560351e-05,8.425677590550367e-05,0.8821751645096136
orientation_1,-10,0,-4,700.0,3.960018703618723e-05,8.662063191364934e-05,0.8821751645096136
orientation_1,-10,0,-4,720.0,3.97774332067888e-05,8.89746504170529e-05,0.8821751645096136
orientation_1,-10,0,-4,740.0,3.992314530592409e-05,9.131857121446502e-05,0.8821751645096136
orientation_1,-10,0,-4,760.0,4.003862232082712e-05,9.36521358375678e-05,0.8821751645096136
orientation_1,-10,0,-4,780.0,4.012512460910383e-05,9.597508759500167e-05,0.8821751645096136
orientation_1,-10,0,-4,800.0,4.018387482267583e-05,9.828717161612839e-05,0.8821751645096136
orientation_1,-10,0,-4,820.0,4.021605881423518e-05,0.00010058813489425758,0.8821751645096136
orientation_1,-10,0,-4,840.0,4.0222826526424094e-05,0.00010287772632916764,0.8821751645096136
orientation_1,-10,0,-4,860.0,4.020529286400682e-05,0.0001051556967703323,0.8821751645096136
orientation_1,-10,0,-4,880.0,4.016453854910806e-05,0.0001074217990581182,0.8821751645096136
orientation_1,-10,0,-4,900.0,4.0101610959978993e-05,0.00010967578806648216,0.8821751645096136
orientation_1,-10,0,-4,920.0,4.001752495327254e-05,0.0001119174207438159,0.8821751645096136
orientation_1,-10,0,-4,940.0,3.991326367018737e-05,0.00011414645615405542,0.8821751645096136
orientation_1,-10,0,-4,960.0,3.978977932893644e-05,0.00011636265552387734,0.8821751645096136
orientation_1,-10,0,-4,980.0,3.964799398783231e-05,0.00011856578224957986,0.8821751645096136
orientation_1,-10,0,-4,1000.0,3.948880032698584e-05,0.00012075560200364957,0.8821751645096136
orientation_1,-10,0,-4,1020.0,3.931306236921022e-05,0.00012293188270723755,0.8821751645096136
orientation_1,-10,0,-4,1040.0,3.912161622005622e-05,0.00012509439460240952,0.8821751645096136
orientation_1,-10,0,-4,1060.0,3.8915270778152934e-05,0.0001272429102806401,0.8821751645096136
orientation_1,-10,0,-4,1080.0,3.8694808439302535e-05,0.00012937720473706657,0.8821751645096136
orientation_1,-10,0,-4,1100.0,3.8460985771377254e-05,0.00013149705537569367,0.8821751645096136
orientation_1,-10,0,-4,1120.0,3.8214534194601806e-05,0.0001336022420790856,0.8821751645096136
orientation_1,-10,0,-4,1140.0,3.795616063298317e-05,0.00013569254722803825,0.8821751645096136
orientation_1,-10,0,-4,1160.0,3.768654815815618e-05,0.0001377677557417185,0.8821751645096136
orientation_1,-10,0,-4,1180.0,3.740635660502096e-05,0.00013982765506143194,0.8821751645096136
orientation_1,-10,0,-4,1200.0,3.711622321497167e-05,0.00014187203528744826,0.8821751645096136
orientation_1,-10,0,-4,1220.0,3.6816763257563415e-05,0.00014390068929544855,0.8821751645096136
orientation_1,-10,0,-4,1240.0,3.650857058482752e-05,0.00014591341264116197,0.8821751645096136
orientation_1,-10,0,-4,1260.0,3.619221808187701e-05,0.00014791000306564207,0.8821751645096136
orientation_1,-10,0,-4,1280.0,3.586825850370939e-05,0.00014989026163150822,0.8821751645096136
orientation_1,-10,0,-4,1300.0,3.5537224844708955e-05,0.0001518539920250571,0.8821751645096136
orientation_1,-10,0,-4,1320.0,3.5199630889548156e-05,0.0001538010006187204,0.8821751645096136
orientation_1,-10,0,-4,1340.0,3.48559718121951e-05,0.00015573109681273146,0.8821751645096136
orientation_1,-10,0,-4,1360.0,3.450672462024165e-05,0.00015764409275035915,0.8821751645096136
orientation_1,-10,0,-4,1380.0,3.4152348174719336e-05,0.00015953980101084323,0.8821751645096136
orientation_1,-10,0,-4,1400.0,3.379328797960059e-05,0.00016141805540102795,0.8821751645096136
orientation_1,-10,0,-4,1420.0,3.3429962963762943e-05,0.00016327864444094277,0.8821751645096136
orientation_1,-10,0,-4,1440.0,3.30627881653517e-05,0.00016512141964286398,0.8821751645096136
orientation_1,-10,0,-4,1460.0,3.269215556590914e-05,0.00016694619967392216,0.8821751645096136
orientation_1,-10,0,-4,1480.0,3.2318443540778864e-05,0.00016875281440425496,0.8821751645096136
orientation_1,-10,0,-4,1500.0,3.19420161487606e-05,0.00017054109960142923,0.8821751645096136
orientation_1,-10,0,-4,1520.0,3.156322114940195e-05,0.0001723108837404226,0.8821751645096136
orientation_1,-10,0,-4,1540.0,3.118239512844868e-05,0.00017406201384615093,0.8821751645096136
orientation_1,-10,0,-4,1560.0,3.079986062585631e-05,0.00017579433805145397,0.8821751645096136
orientation_1,-10,0,-4,1580.0,3.0415921904693775e-05,0.00017750767751569535,0.8821751645096136
orientation_1,-10,0,-4,1600.0,3.002989216780135e-05,0.0001792008458015845,0.8821751645096136
orientation_1,-10,0,-4,1620.0,2.9645013081944007e-05,0.000180876865950945,0.8821751645096136
orientation_1,-10,0,-4,1640.0,2.925859605650415e-05,0.0001825324141713255,0.8821751645096136
orientation_1,-10,0,-4,1660.0,2.8871887144765525e-05,0.00018416840811456473,0.8821751645096136
orientation_1,-10,0,-4,1680.0,2.8485134903053927e-05,0.00018578471176072068,0.8821751645096136
orientation_1,-10,0,-4,1700.0,2.809857750660559e-05,0.00018738119663253708,0.8821751645096136
orientation_1,-10,0,-4,1720.0,2.7712438013477446e-05,0.00018895770656136753,0.8821751645096136
orientation_1,-10,0,-4,1740.0,2.732693649212903e-05,0.00019051413906615822,0.8821751645096136
orientation_1,-10,0,-4,1760.0,2.6942299038212497e-05,0.00019205051549325443,0.8821751645096136
orientation_1,-10,0,-4,1780.0,2.6558726126895735e-05,0.00019356675358529163,0.8821751645096136
orientation_1,-10,0,-4,1800.0,2.6176742684078683e-05,0.0001950616882631457,0.8821751645096136
orientation_1,-10,0,-4,1820.0,2.5795281460945936e-05,0.00019653656284826152,0.8821751645096136
orientation_1,-10,0,-4,1840.0,2.5415870065705467e-05,0.00019799076079715013,0.8821751645096136
orientation_1,-10,0,-4,1860.0,2.5038183957274137e-05,0.00019942408766773092,0.8821751645096136
orientation_1,-10,0,-4,1880.0,2.4662407866975137e-05,0.00020083670293283745,0.8821751645096136
orientation_1,-10,0,-4,1900.0,2.428865460647917e-05,0.00020222824121907059,0.8821751645096136
orientation_1,-10,0,-4,1920.0,2.391706872993339e-05,0.00020359866461221792,0.8821751645096136
orientation_1,-10,0,-4,1940.0,2.3548023107685808e-05,0.00020495007557247235,0.8821751645096136
orientation_1,-10,0,-4,1960.0,2.318084485852443e-05,0.00020627517551888514,0.8821751645096136
orientation_1,-10,0,-4,1980.0,2.2816610905195872e-05,0.00020758262355620165,0.8821751645096136
orientation_1,-10,0,-4,2000.0,2.2454938287316074e-05,0.00020886783415785396,0.8821751645096136
orientation_1,-10,0,-4,2020.0,2.2096013287439494e-05,0.0002101315040697568,0.8821751645096136
orientation_1,-10,0,-4,2040.0,2.174024908039196e-05,0.00021137362306767644,0.8821751645096136
orientation_1,-10,0,-4,2060.0,2.1386798950304476e-05,0.00021259405365543885,0.8821751645096136
orientation_1,-10,0,-4,2080.0,2.1036672413427937e-05,0.0002137926730437004,0.8821751645096136
orientation_1,-10,0,-4,2100.0,2.068951615562132e-05,0.00021496808696070058,0.8821751645096136
orientation_1,-10,0,-4,2120.0,2.034582589114846e-05,0.00021612482339666101,0.8821751645096136
orientation_1,-10,0,-4,2140.0,2.0005206778964356e-05,0.0002172577936829367,0.8821751645096136
orientation_1,-10,0,-4,2160.0,1.9667904002288998e-05,0.00021836892689948374,0.8821751645096136
orientation_1,-10,0,-4,2180.0,1.9333979846220027e-05,0.00021945823114105322,0.8821751645096136
orientation_1,-10,0,-4,2200.0,1.9003438997424944e-05,0.00022052508072349823,0.8821751645096136
orientation_1,-10,0,-4,2220.0,1.867637965762322e-05,0.00022157001258246806,0.8821751645096136
orientation_1,-10,0,-4,2240.0,1.8352751031663664e-05,0.000222591785636537,0.8821751645096136
orientation_1,-10,0,-4,2260.0,1.803297376542527e-05,0.00022359524192446285,0.8821751645096136
orientation_1,-10,0,-4,2280.0,1.7716261513962508e-05,0.00022456969081383648,0.8821751645096136
orientation_1,-10,0,-4,2300.0,1.7403619777596086e-05,0.0002255278095469296,0.8821751645096136
orientation_1,-10,0,-4,2320.0,1.7094473320040255e-05,0.00022646163177077533,0.8821751645096136
orientation_1,-10,0,-4,2340.0,1.6789000154644057e-05,0.00022737316611009398,0.8821751645096136
orientation_1,-10,0,-4,2360.0,1.6487221805041493e-05,0.00022826235867386322,0.8821751645096136
orientation_1,-10,0,-4,2380.0,1.6189116202562486e-05,0.00022912858233390375,0.8821751645096136
orientation_1,-10,0,-4,2400.0,1.5894943933724835e-05,0.0002299755507356328,0.8821751645096136
orientation_1,-10,0,-4,2420.0,1.560416384989734e-05,0.00023079480770705682,0.8821751645096136
orientation_1,-10,0,-4,2440.0,1.531739834756339e-05,0.0002315957460387741,0.8821751645096136
orientation_1,-10,0,-4,2460.0,1.5034320826648409e-05,0.00023237323382779352,0.8821751645096136
orientation_1,-10,0,-4,2480.0,1.4755006192187244e-05,0.0002331283628332793,0.8821751645096136
orientation_1,-10,0,-4,2500.0,1.4478489337851026e-05,0.00023385872589658875,0.8821751645096136
orientation_1,-7,3,-6,100.0,1.93321021088171e-05,2.161292206648909e-05,0.9408030387442312
orientation_1,-7,3,-6,120.0,2.2684619770164377e-05,2.5933006886601475e-05,0.9408030387442312
orientation_1,-7,3,-6,140.0,2.5875749834594585e-05,3.024831210702699e-05,0.9408030387442312
orientation_1,-7,3,-6,160.0,2.891041283688828e-05,3.455804444212486e-05,0.9408030387442312
orientation_1,-7,3,-6,180.0,3.1793420153200885e-05,3.8861412155129564e-05,0.9408030387442312
orientation_1,-7,3,-6,200.0,3.452947536595895e-05,4.315762527126059e-05,0.9408030387442312
orientation_1,-7,3,-6,220.0,3.712317636328504e-05,4.744589579357708e-05,0.9408030387442312
orientation_1,-7,3,-6,240.0,3.9579016042297904e-05,5.172543791942432e-05,0.9408030387442312
orientation_1,-7,3,-6,260.0,4.190138436355302e-05,5.5995468256699415e-05,0.9408030387442312
orientation_1,-7,3,-6,280.0,4.4094569757635774e-05,6.025520603959991e-05,0.9408030387442312
orientation_1,-7,3,-6,300.0,4.6162760657111764e-05,6.450387334367409e-05,0.9408030387442312
orientation_1,-7,3,-6,320.0,4.8110047027820737e-05,6.874069530005596e-05,0.9408030387442312
orientation_1,-7,3,-6,340.0,4.994042189860427e-05,7.29649003087923e-05,0.9408030387442312
orientation_1,-7,3,-6,360.0,5.165778288860572e-05,7.71757202511851e-05,0.9408030387442312
orientation_1,-7,3,-6,380.0,5.3265933731317857e-05,8.137239070107558e-05,0.9408030387442312
orientation_1,-7,3,-6,400.0,5.476858579459124e-05,8.555415113500179e-05,0.9408030387442312
orientation_1,-7,3,-6,420.0,5.616935959584764e-05,8.972024514116415e-05,0.9408030387442312
orientation_1,-7,3,-6,440.0,5.747178631177627e-05,9.38699206271303e-05,0.9408030387442312
orientation_1,-7,3,-6,460.0,5.8679309281821364e-05,9.800243002620708e-05,0.9408030387442312
orientation_1,-7,3,-6,480.0,5.97952855047985e-05,0.00010211703050248961,0.9408030387442312
orientation_1,-7,3,-6,500.0,6.0822987128008255e-05,0.00010621298415425778,0.9408030387442312
orientation_1,-7,3,-6,520.0,6.176560292824226e-05,0.00011028955821636723,0.9408030387442312
orientation_1,-7,3,-6,540.0,6.262623978410558e-05,0.00011434602526019063,0.9408030387442312
orientation_1,-7,3,-6,560.0,6.3407924139107e-05,0.00011838166339278575,0.9408030387442312
orientation_1,-7,3,-6,580.0,6.411360345499286e-05,0.00012239575645418184,0.9408030387442312
orientation_1,-7,3,-6,600.0,6.47461476548283e-05,0.00012638759421212581,0.9408030387442312
orientation_1,-7,3,-6,620.0,6.530835055535585e-05,0.00013035647255635815,0.9408030387442312
orientation_1,-7,3,-6,640.0,6.580293128817822e-05,0.00013430169368997225,0.9408030387442312
orientation_1,-7,3,-6,660.0,6.623253570934638e-05,0.0001382225663189861,0.9408030387442312
orientation_1,-7,3,-6,680.0,6.659973779695563e-05,0.0001421184058403149,0.9408030387442312
orientation_1,-7,3,-6,700.0,6.690704103635868e-05,0.00014598853452767364,0.9408030387442312
orientation_1,-7,3,-6,720.0,6.715687979265512e-05,0.00014983228171475143,0.9408030387442312
orientation_1,-7,3,-6,740.0,6.735162067011406e-05,0.0001536489839767866,0.9408030387442312
orientation_1,-7,3,-6,760.0,6.749356385821115e-05,0.00015743798531016583,0.9408030387442312
orientation_1,-7,3,-6,780.0,6.758494446400269e-05,0.00016119863730882497,0.9408030387442312
orientation_1,-7,3,-6,800.0,6.762793383054785e-05,0.00016493029933923808,0.9408030387442312
orientation_1,-7,3,-6,820.0,6.762464084112618e-05,0.0001686323387125847,0.9408030387442312
orientation_1,-7,3,-6,840.0,6.757711320900834e-05,0.0001723041308544705,0.9408030387442312
orientation_1,-7,3,-6,860.0,6.748733875263803e-05,0.00017594505947276671,0.9408030387442312
orientation_1,-7,3,-6,880.0,6.735724665578026e-05,0.0001795545167214037,0.9408030387442312
orientation_1,-7,3,-6,900.0,6.718870871285908e-05,0.00018313190336369467,0.9408030387442312
orientation_1,-7,3,-6,920.0,6.698354055891233e-05,0.00018667662893142518,0.9408030387442312
orientation_1,-7,3,-6,940.0,6.674350288424612e-05,0.0001901881118818734,0.9408030387442312
orientation_1,-7,3,-6,960.0,6.647030263749391e-05,0.0001936657797632972,0.9408030387442312
orientation_1,-7,3,-6,980.0,6.616559418960948e-05,0.00019710906930910866,0.9408030387442312
orientation_1,-7,3,-6,1000.0,6.583098054071447e-05,0.0002005174267016751,0.9408030387442312
orientation_1,-7,3,-6,1020.0,6.546801443303081e-05,0.00020389030760261303,0.9408030387442312
orientation_1,-7,3,-6,1040.0,6.507819950644243e-05,0.00020722717735336744,0.9408030387442312
orientation_1,-7,3,-6,1060.0,6.466299141307261e-05,0.0002105275110981745,0.9408030387442312
orientation_1,-7,3,-6,1080.0,6.422379892962214e-05,0.0002137907939485143,0.9408030387442312
orientation_1,-7,3,-6,1100.0,6.37619850287294e-05,0.00021701652106157342,0.9408030387442312
orientation_1,-7,3,-6,1120.0,6.327886796768182e-05,0.00022020419782690058,0.9408030387442312
orientation_1,-7,3,-6,1140.0,6.277572233551961e-05,0.00022335333996556706,0.9408030387442312
orientation_1,-7,3,-6,1160.0,6.225378009464315e-05,0.00022646347366075034,0.9408030387442312
orientation_1,-7,3,-6,1180.0,6.171423158120902e-05,0.00022953413559122655,0.9408030387442312
orientation_1,-7,3,-6,1200.0,6.115822655961232e-05,0.0002325648732233958,0.9408030387442312
orientation_1,-7,3,-6,1220.0,6.0586875246268195e-05,0.00023555524506548703,0.9408030387442312
orientation_1,-7,3,-6,1240.0,6.00012492235226e-05,0.0002385048205553206,0.9408030387442312
orientation_1,-7,3,-6,1260.0,5.940238218471535e-05,0.00024141317927210294,0.9408030387442312
orientation_1,-7,3,-6,1280.0,5.87912713411322e-05,0.0002442799129200161,0.9408030387442312
orientation_1,-7,3,-6,1300.0,5.816887803808062e-05,0.000247104624185236,0.9408030387442312
orientation_1,-7,3,-6,1320.0,5.753612868428741e-05,0.0002498869268826976,0.9408030387442312
orientation_1,-7,3,-6,1340.0,5.6893915769717584e-05,0.00025262644658521015,0.9408030387442312
orientation_1,-7,3,-6,1360.0,5.6243098621329477e-05,0.000255322820171213,0.9408030387442312
orientation_1,-7,3,-6,1380.0,5.558450343623248e-05,0.00025797569190614265,0.9408030387442312
orientation_1,-7,3,-6,1400.0,5.491893149109499e-05,0.0002605847490995267,0.9408030387442312
orientation_1,-7,3,-6,1420.0,5.42471365077248e-05,0.00026314960820308903,0.9408030387442312
orientation_1,-7,3,-6,1440.0,5.356986351266256e-05,0.0002656700002747333,0.9408030387442312
orientation_1,-7,3,-6,1460.0,5.2887816031781485e-05,0.0002681456068950612,0.9408030387442312
orientation_1,-7,3,-6,1480.0,5.220167228881419e-05,0.00027057613561234337,0.9408030387442312
orientation_1,-7,3,-6,1500.0,5.15120840133894e-05,0.000272961310904131,0.9408030387442312
orientation_1,-7,3,-6,1520.0,5.081967304215609e-05,0.0002753008514676811,0.9408030387442312
orientation_1,-7,3,-6,1540.0,5.0125040172329376e-05,0.000277594514771591,0.9408030387442312
orientation_1,-7,3,-6,1560.0,4.942876022268891e-05,0.00027984206694370284,0.9408030387442312
orientation_1,-7,3,-6,1580.0,4.873137481979347e-05,0.0002820432346979507,0.9408030387442312
orientation_1,-7,3,-6,1600.0,4.803173101764878e-05,0.0002841960296162538,0.9408030387442312
orientation_1,-7,3,-6,1620.0,4.733538376626534e-05,0.000286305665353962,0.9408030387442312
orientation_1,-7,3,-6,1640.0,4.663775731462389e-05,0.00028836651363987496,0.9408030387442312
orientation_1,-7,3,-6,1660.0,4.594099447861942e-05,0.00029038020311073973,0.9408030387442312
orientation_1,-7,3,-6,1680.0,4.52455325917015e-05,0.00029234656825314747,0.9408030387442312
orientation_1,-7,3,-6,1700.0,4.45517895523223e-05,0.00029426546341187776,0.9408030387442312
orientation_1,-7,3,-6,1720.0,4.3860155650586736e-05,0.0002961367017906752,0.9408030387442312
orientation_1,-7,3,-6,1740.0,4.3171014589049163e-05,0.0002979601962793636,0.9408030387442312
orientation_1,-7,3,-6,1760.0,4.248475875716873e-05,0.0002997360780166666,0.9408030387442312
orientation_1,-7,3,-6,1780.0,4.180173484495695e-05,0.0003014643052911406,0.9408030387442312
orientation_1,-7,3,-6,1800.0,4.112283780845143e-05,0.0003031429984007055,0.9408030387442312
orientation_1,-7,3,-6,1820.0,4.044626132690492e-05,0.0003047743944755443,0.9408030387442312
orientation_1,-7,3,-6,1840.0,3.9774599654240524e-05,0.00030635756185176736,0.9408030387442312
orientation_1,-7,3,-6,1860.0,3.9107301869212566e-05,0.0003078922930030889,0.9408030387442312
orientation_1,-7,3,-6,1880.0,3.84446822106722e-05,0.00030937900549844613,0.9408030387442312
orientation_1,-7,3,-6,1900.0,3.778692823382958e-05,0.00031081720618770224,0.9408030387442312
orientation_1,-7,3,-6,1920.0,3.713428218685672e-05,0.0003122069816829725,0.9408030387442312
orientation_1,-7,3,-6,1940.0,3.648737496098595e-05,0.00031355208092104285,0.9408030387442312
orientation_1,-7,3,-6,1960.0,3.5845049107996525e-05,0.0003148401930364507,0.9408030387442312
orientation_1,-7,3,-6,1980.0,3.5209135455736676e-05,0.0003160862747843817,0.9408030387442312
orientation_1,-7,3,-6,2000.0,3.457897089849682e-05,0.00031728267469886443,0.9408030387442312
orientation_1,-7,3,-6,2020.0,3.395486195189656e-05,0.00031843075328618064,0.9408030387442312
orientation_1,-7,3,-6,2040.0,3.33375205545045e-05,0.000319530700837857,0.9408030387442312
orientation_1,-7,3,-6,2060.0,3.272543804784251e-05,0.00032058245448369544,0.9408030387442312
orientation_1,-7,3,-6,2080.0,3.212037371028846e-05,0.0003215860104285906,0.9408030387442312
orientation_1,-7,3,-6,2100.0,3.152169334373725e-05,0.0003225391901294574,0.9408030387442312
orientation_1,-7,3,-6,2120.0,3.0930229415852096e-05,0.00032344994919479125,0.9408030387442312
orientation_1,-7,3,-6,2140.0,3.0345290868435652e-05,0.00032430980449917746,0.9408030387442312
orientation_1,-7,3,-6,2160.0,2.9767279749519297e-05,0.0003251222763466705,0.9408030387442312
orientation_1,-7,3,-6,2180.0,2.919628478280727e-05,0.0003258876058152268,0.9408030387442312
orientation_1,-7,3,-6,2200.0,2.8632297144076522e-05,0.0003266049683722681,0.9408030387442312
orientation_1,-7,3,-6,2220.0,2.8075464397086756e-05,0.0003272755137621808,0.9408030387442312
orientation_1,-7,3,-6,2240.0,2.7525679872386553e-05,0.0003278973669288521,0.9408030387442312
orientation_1,-7,3,-6,2260.0,2.6983645614237624e-05,0.00032847906938863753,0.9408030387442312
orientation_1,-7,3,-6,2280.0,2.6447997281807015e-05,0.0003290026073954297,0.9408030387442312
orientation_1,-7,3,-6,2300.0,2.5920425977642085e-05,0.0003294898713913871,0.9408030387442312
orientation_1,-7,3,-6,2320.0,2.5399933018906024e-05,0.00032992756148903006,0.9408030387442312
orientation_1,-7,3,-6,2340.0,2.4886803533992686e-05,0.000330319376245236,0.9408030387442312
orientation_1,-7,3,-6,2360.0,2.438104711627277e-05,0.00033066548582559075,0.9408030387442312
orientation_1,-7,3,-6,2380.0,2.3882601945589944e-05,0.00033096510121085525,0.9408030387442312
orientation_1,-7,3,-6,2400.0,2.3391899967174233e-05,0.0003312249113491931,0.9408030387442312
orientation_1,-7,3,-6,2420.0,2.290798400689142e-05,0.00033143067804330815,0.9408030387442312
orientation_1,-7,3,-6,2440.0,2.243189689462314e-05,0.00033159880895050484,0.9408030387442312
orientation_1,-7,3,-6,2460.0,2.196306153644304e-05,0.00033172081609515237,0.9408030387442312
orientation_1,-7,3,-6,2480.0,2.1501578996482486e-05,0.0003317988813790969,0.9408030387442312
orientation_1,-7,3,-6,2500.0,2.1045759470834755e-05,0.0003318427603124952,0.9408030387442312
orientation_1,-7,7,-10,100.0,3.2546208941895744e-06,3.6413578486098438e-06,0.7087625235597393
orientation_1,-7,7,-10,120.0,3.819451421931114e-06,4.370354967246784e-06,0.7087625235597393
orientation_1,-7,7,-10,140.0,4.357437547034984e-06,5.099171981024325e-06,0.7087625235597393
orientation_1,-7,7,-10,160.0,4.869471389197997e-06,5.82777889638739e-06,0.7087625235597393
orientation_1,-7,7,-10,180.0,5.356419756235445e-06,6.556145734368799e-06,0.7087625235597393
orientation_1,-7,7,-10,200.0,5.8191247912383675e-06,7.284242531524512e-06,0.7087625235597393
orientation_1,-7,7,-10,220.0,6.25840460500495e-06,8.012039341420941e-06,0.7087625235597393
orientation_1,-7,7,-10,240.0,6.6750538937349664e-06,8.739506236322815e-06,0.7087625235597393
orientation_1,-7,7,-10,260.0,7.069844542196908e-06,9.466613308962702e-06,0.7087625235597393
