orientation,h,k,l,thickness_A,I_with_abs,I_without_abs,L_factor
orientation_1,4,-3,5,600.0,0.0002029550359205528,0.00039927380230454296,1.367066867321965
orientation_1,4,-3,5,620.0,0.0002041802891222417,0.0004108395911814118,1.367066867321965
orientation_1,4,-3,5,640.0,0.0002051705912728812,0.0004222408242955879,1.367066867321965
orientation_1,4,-3,5,660.0,0.0002059356484773722,0.0004334733388021432,1.367066867321965
orientation_1,4,-3,5,680.0,0.00020648494658194618,0.00044453307546683135,1.367066867321965
orientation_1,4,-3,5,700.0,0.0002068277519364416,0.00045541608106911707,1.367066867321965
orientation_1,4,-3,5,720.0,0.0002069731123184414,0.0004661185107320691,1.367066867321965
orientation_1,4,-3,5,740.0,0.00020692985801229843,0.0004766366301782934,1.367066867321965
orientation_1,4,-3,5,760.0,0.00020670660303457464,0.00048696681790944793,1.367066867321965
orientation_1,4,-3,5,780.0,0.0002063117465026114,0.0004971055673083814,1.367066867321965
orientation_1,4,-3,5,800.0,0.0002057534741366627,0.0005070494886637596,1.367066867321965
orientation_1,4,-3,5,820.0,0.00020503975989121613,0.0005167953111133504,1.367066867321965
orientation_1,4,-3,5,840.0,0.0002041783677088027,0.0005263398845063791,1.367066867321965
orientation_1,4,-3,5,860.0,0.00020317685338987128,0.000535680181183997,1.367066867321965
orientation_1,4,-3,5,880.0,0.00020204256657271115,0.0005448132976743065,1.367066867321965
orientation_1,4,-3,5,900.0,0.00020078265281822923,0.0005537364563048175,1.367066867321965
orientation_1,4,-3,5,920.0,0.0001994040557923356,0.0005624470067274095,1.367066867321965
orientation_1,4,-3,5,940.0,0.0001979135195426565,0.0005709424273567602,1.367066867321965
orientation_1,4,-3,5,960.0,0.00019631759087367654,0.0005792203267212806,1.367066867321965
orientation_1,4,-3,5,980.0,0.00019462262172734873,0.0005872784447254647,1.367066867321965
orientation_1,4,-3,5,1000.0,0.0001928347718341107,0.0005951146538218754,1.367066867321965
orientation_1,4,-3,5,1020.0,0.00019096001117565556,0.0006027269600946828,1.367066867321965
orientation_1,4,-3,5,1040.0,0.00018900412270908608,0.0006101135042498294,1.367066867321965
orientation_1,4,-3,5,1060.0,0.0001869727050682389,0.0006172725624987032,1.367066867321965
orientation_1,4,-3,5,1080.0,0.0001848711753676753,0.0006242025474564367,1.367066867321965
orientation_1,4,-3,5,1100.0,0.00018270477197604966,0.0006309020086746531,1.367066867321965
orientation_1,4,-3,5,1120.0,0.00018047855744682758,0.0006373696334499498,1.367066867321965
orientation_1,4,-3,5,1140.0,0.000178197421407445,0.0006436042472571214,1.367066867321965
orientation_1,4,-3,5,1160.0,0.00017586608352187862,0.0006496048142078112,1.367066867321965
orientation_1,4,-3,5,1180.0,0.00017348909640495924,0.0006553704371023227,1.367066867321965
orientation_1,4,-3,5,1200.0,0.00017107084879861484,0.0006609003582536875,1.367066867321965
orientation_1,4,-3,5,1220.0,0.00016861556872323314,0.0006661939600987445,1.367066867321965
orientation_1,4,-3,5,1240.0,0.00016612732633633503,0.000671250764487948,1.367066867321965
orientation_1,4,-3,5,1260.0,0.00016361003634038967,0.0006760704298040018,1.367066867321965
orientation_1,4,-3,5,1280.0,0.00016106746257985,0.0006806527568991665,1.367066867321965
orientation_1,4,-3,5,1300.0,0.00015850322008874562,0.0006849976845892708,1.367066867321965
orientation_1,4,-3,5,1320.0,0.00015592077855811117,0.0006891052907607623,1.367066867321965
orientation_1,4,-3,5,1340.0,0.00015332346527121565,0.0006929757911291368,1.367066867321965
orientation_1,4,-3,5,1360.0,0.00015071446845615704,0.0006966095397329974,1.367066867321965
orientation_1,4,-3,5,1380.0,0.00014809683727369567,0.0007000070133719105,1.367066867321965
orientation_1,4,-3,5,1400.0,0.00014547350935982355,0.000703168882270504,1.367066867321965
orientation_1,4,-3,5,1420.0,0.0001428472366178206,0.0007060958668701462,1.367066867321965
orientation_1,4,-3,5,1440.0,0.00014022071351296874,0.0007087888808311122,1.367066867321965
orientation_1,4,-3,5,1460.0,0.00013759646962177975,0.0007112489563512249,1.367066867321965
orientation_1,4,-3,5,1480.0,0.0001349769233908634,0.0007134772578866956,1.367066867321965
orientation_1,4,-3,5,1500.0,0.00013236437765062827,0.0007154750762366879,1.367066867321965
orientation_1,4,-3,5,1520.0,0.00012976101439634487,0.0007172438596711573,1.367066867321965
orientation_1,4,-3,5,1540.0,0.00012716891367618607,0.0007187851445247303,1.367066867321965
orientation_1,4,-3,5,1560.0,0.00012459004881048598,0.0007201006693363967,1.367066867321965
orientation_1,4,-3,5,1580.0,0.0001220262576256157,0.0007211921063526571,1.367066867321965
orientation_1,4,-3,5,1600.0,0.00011947382711336562,0.0007220556074584085,1.367066867321965
orientation_1,4,-3,5,1620.0,0.0001169508958061697,0.0007227109549776682,1.367066867321965
orientation_1,4,-3,5,1640.0,0.00011444253956036302,0.0007231425608293185,1.367066867321965
orientation_1,4,-3,5,1660.0,0.000111955723159278,0.0007233586498861351,1.367066867321965
orientation_1,4,-3,5,1680.0,0.00010949182423840085,0.000723361638545574,1.367066867321965
orientation_1,4,-3,5,1700.0,0.00010705214011035278,0.0007231541132349896,1.367066867321965
orientation_1,4,-3,5,1720.0,0.00010463785324908552,0.0007227385720946442,1.367066867321965
orientation_1,4,-3,5,1740.0,0.00010225010714072773,0.000722117926424807,1.367066867321965
orientation_1,4,-3,5,1760.0,9.989005415070303e-05,0.0007212958669131246,1.367066867321965
orientation_1,4,-3,5,1780.0,9.755867511689982e-05,0.0007202755574292974,1.367066867321965
orientation_1,4,-3,5,1800.0,9.525609830833219e-05,0.0007190542820411298,1.367066867321965
orientation_1,4,-3,5,1820.0,9.298413915436357e-05,0.000717642775039414,1.367066867321965
orientation_1,4,-3,5,1840.0,9.074317163990228e-05,0.000716041507229129,1.367066867321965
orientation_1,4,-3,5,1860.0,8.853381124119283e-05,0.0007142533294472267,1.367066867321965
orientation_1,4,-3,5,1880.0,8.635686875575281e-05,0.000712283336242963,1.367066867321965
orientation_1,4,-3,5,1900.0,8.42127011437264e-05,0.0007101334839066599,1.367066867321965
orientation_1,4,-3,5,1920.0,8.210184520286637e-05,0.0007078077871634643,1.367066867321965
orientation_1,4,-3,5,1940.0,8.002609777697591e-05,0.0007053222990462388,1.367066867321965
orientation_1,4,-3,5,1960.0,7.798139626315182e-05,0.0007026406036223038,1.367066867321965
orientation_1,4,-3,5,1980.0,7.59734210667566e-05,0.0006998153253226431,1.367066867321965
orientation_1,4,-3,5,2000.0,7.399971585481367e-05,0.0006968254673828263,1.367066867321965
orientation_1,4,-3,5,2020.0,7.206095934438445e-05,0.0006936792803354743,1.367066867321965
orientation_1,4,-3,5,2040.0,7.015934955077707e-05,0.0006903815666877224,1.367066867321965
orientation_1,4,-3,5,2060.0,6.828909591863565e-05,0.0006869358815755652,1.367066867321965
orientation_1,4,-3,5,2080.0,6.645612706244405e-05,0.0006833462820664484,1.367066867321965
orientation_1,4,-3,5,2100.0,6.465785685048214e-05,0.0006796096784677195,1.367066867321965
orientation_1,4,-3,5,2120.0,6.289666290425806e-05,0.0006757561847143898,1.367066867321965
orientation_1,4,-3,5,2140.0,6.116992521334415e-05,0.000671762091268167,1.367066867321965
orientation_1,4,-3,5,2160.0,5.947859865448831e-05,0.0006676429928863763,1.367066867321965
orientation_1,4,-3,5,2180.0,5.782260729292419e-05,0.0006634037536961454,1.367066867321965
orientation_1,4,-3,5,2200.0,5.620155912944845e-05,0.0006590458635765706,1.367066867321965
orientation_1,4,-3,5,2220.0,5.4615559229540745e-05,0.0006545771123118482,1.367066867321965
orientation_1,4,-3,5,2240.0,5.306388405735255e-05,0.0006500016016565155,1.367066867321965
orientation_1,4,-3,5,2260.0,5.154845846993838e-05,0.0006453330993049028,1.367066867321965
orientation_1,4,-3,5,2280.0,5.006445190781409e-05,0.0006405352437587454,1.367066867321965
orientation_1,4,-3,5,2300.0,4.8616969116461346e-05,0.0006356771086227351,1.367066867321965
orientation_1,4,-3,5,2320.0,4.72024121560641e-05,0.0006307198161284407,1.367066867321965
orientation_1,4,-3,5,2340.0,4.582132117458917e-05,0.0006256794271548686,1.367066867321965
orientation_1,4,-3,5,2360.0,4.447332943976084e-05,0.0006205603727735319,1.367066867321965
orientation_1,4,-3,5,2380.0,4.315786961282969e-05,0.0006153679653016963,1.367066867321965
orientation_1,4,-3,5,2400.0,4.1875993565103294e-05,0.0006101171831388688,1.367066867321965
orientation_1,4,-3,5,2420.0,4.0624149745326635e-05,0.0006047760265516988,1.367066867321965
orientation_1,4,-3,5,2440.0,3.940540548421589e-05,0.0005993988491532715,1.367066867321965
orientation_1,4,-3,5,2460.0,3.821749044385922e-05,0.0005939617268040946,1.367066867321965
orientation_1,4,-3,5,2480.0,3.7060364524565875e-05,0.0005884756683145652,1.367066867321965
orientation_1,4,-3,5,2500.0,3.592798844508331e-05,0.0005829529440988904,1.367066867321965
orientation_1,4,-2,4,100.0,0.000153820905400879,0.00017191146312756802,1.551358670961228
orientation_1,4,-2,4,120.0,0.00018027470421775712,0.00020600639258605815,1.551358670961228
orientation_1,4,-2,4,140.0,0.0002053343388651821,0.0002399180398142549,1.551358670961228
orientation_1,4,-2,4,160.0,0.0002290270181605072,0.0002736164778967486,1.551358670961228
orientation_1,4,-2,4,180.0,0.0002513807200588788,0.00030707206459477287,1.551358670961228
orientation_1,4,-2,4,200.0,0.0002724241233473079,0.0003402554817483875,1.551358670961228
orientation_1,4,-2,4,220.0,0.00029218653946168073,0.0003731377742238038,1.551358670961228
orientation_1,4,-2,4,240.0,0.00031069784684722204,0.0004056903883323159,1.551358670961228
orientation_1,4,-2,4,260.0,0.00032798842621890135,0.00043788520965692507,1.551358670961228
orientation_1,4,-2,4,280.0,0.00034408909744130313,0.00046969460023049426,1.551358670961228
orientation_1,4,-2,4,300.0,0.0003590310579797122,0.0005010914350074152,1.551358670961228
orientation_1,4,-2,4,320.0,0.0003728458229759376,0.0005320491375768159,1.551358670961228
orientation_1,4,-2,4,340.0,0.00038556516699650125,0.00056254171506208,1.551358670961228
orientation_1,4,-2,4,360.0,0.0003972210674941464,0.0005925437921579669,1.551358670961228
orientation_1,4,-2,4,380.0,0.00040784565002114124,0.0006220306442524293,1.551358670961228
orientation_1,4,-2,4,400.0,0.0004174711352283506,0.000650978229585968,1.551358670961228
orientation_1,4,-2,4,420.0,0.0004261297876755194,0.0006793632204027593,1.551358670961228
orientation_1,4,-2,4,440.0,0.0004338538664771238,0.0007071630330440652,1.551358670961228
orientation_1,4,-2,4,460.0,0.0004406755778042675,0.0007343558569445238,1.551358670961228
orientation_1,4,-2,4,480.0,0.0004466270292539482,0.0007609206824861728,1.551358670961228
orientation_1,4,-2,4,500.0,0.00045174018609872726,0.0007868373276704949,1.551358670961228
orientation_1,4,-2,4,520.0,0.0004560468294219185,0.000812086463570317,1.551358670961228
orientation_1,4,-2,4,540.0,0.0004595785161409382,0.0008366496385255768,1.551358670961228
orientation_1,4,-2,4,560.0,0.00046236654091834573,0.00086050930104541,1.551358670961228
orientation_1,4,-2,4,580.0,0.00046444189995359863,0.0008836488213873945,1.551358670961228
orientation_1,4,-2,4,600.0,0.00046583525665055384,0.0009060525117809064,1.551358670961228
orientation_1,4,-2,4,620.0,0.00046657690914660003,0.0009277056452668198,1.551358670961228
orientation_1,4,-2,4,640.0,0.00046669675969007864,0.0009485944731273322,1.551358670961228
orientation_1,4,-2,4,660.0,0.00046622428584799745,0.0009687062408803168,1.551358670961228
orientation_1,4,-2,4,680.0,0.00046518851352526615,0.0009880292028191216,1.551358670961228
orientation_1,4,-2,4,700.0,0.00046361799176985633,0.0010065526350739233,1.551358670961228
orientation_1,4,-2,4,720.0,0.00046154076934169964,0.0010242668471814502,1.551358670961228
orientation_1,4,-2,4,740.0,0.0004589843730160069,0.0010411631921439916,1.551358670961228
orientation_1,4,-2,4,760.0,0.00045597578759028787,0.0010572340749683865,1.551358670961228
orientation_1,4,-2,4,780.0,0.00045254143756590803,0.001072472959671028,1.551358670961228
orientation_1,4,-2,4,800.0,0.00044870717046834605,0.0010868743747442318,1.551358670961228
orientation_1,4,-2,4,820.0,0.000444498241771555,0.001100433917074501,1.551358670961228
orientation_1,4,-2,4,840.0,0.0004399393013898175,0.0011131482543130036,1.551358670961228
orientation_1,4,-2,4,860.0,0.000435054381697533,0.0011250151256950007,1.551358670961228
orientation_1,4,-2,4,880.0,0.000429866887037535,0.001136033341308223,1.551358670961228
orientation_1,4,-2,4,900.0,0.0004243995846796166,0.0011462027798190481,1.551358670961228
orientation_1,4,-2,4,920.0,0.0004186745971819517,0.001155524384656465,1.551358670961228
orientation_1,4,-2,4,940.0,0.0004127133961178649,0.0011640001586670258,1.551358670961228
orientation_1,4,-2,4,960.0,0.0004065367971211031,0.0011716331572483745,1.551358670961228
orientation_1,4,-2,4,980.0,0.00040016495620632256,0.0011784274799765664,1.551358670961228
orientation_1,4,-2,4,1000.0,0.00039361736731933827,0.0011843882607417528,1.551358670961228
orientation_1,4,-2,4,1020.0,0.00038691286107230173,0.0011895216564103868,1.551358670961228
orientation_1,4,-2,4,1040.0,0.0003800696046177299,0.001193834834031944,1.551358670961228
orientation_1,4,-2,4,1060.0,0.00037310510260088513,0.0011973359565710764,1.551358670961228
orientation_1,4,-2,4,1080.0,0.00036603619924324937,0.001200034167505414,1.551358670961228
orientation_1,4,-2,4,1100.0,0.000358879081216571,0.0012019395733499744,1.551358670961228
orientation_1,4,-2,4,1120.0,0.0003516492817525698,0.001203063225766429,1.551358670961228
orientation_1,4,-2,4,1140.0,0.00034436168544392596,0.0012034171016214734,1.551358670961228
orientation_1,4,-2,4,1160.0,0.0003370305340036995,0.0012030140820849067,1.551358670961228
orientation_1,4,-2,4,1180.0,0.000329669432627297,0.001201867930377563,1.551358670961228
orientation_1,4,-2,4,1200.0,0.0003222913577132733,0.0011999932661984057,1.551358670961228
orientation_1,4,-2,4,1220.0,0.0003149086651699265,0.0011974055515382815,1.551358670961228
orientation_1,4,-2,4,1240.0,0.00030753309859514683,0.0011941210447441923,1.551358670961228
orientation_1,4,-2,4,1260.0,0.0003001757970971258,0.0011901567925906092,1.551358670961228
orientation_1,4,-2,4,1280.0,0.0002928473088132063,0.0011855305941284732,1.551358670961228
orientation_1,4,-2,4,1300.0,0.00028555759895181515,0.0011802609727407265,1.551358670961228
orientation_1,4,-2,4,1320.0,0.0002783160613202996,0.00117436714597397,1.551358670961228
orientation_1,4,-2,4,1340.0,0.000271131530055836,0.0011678689956977706,1.551358670961228
orientation_1,4,-2,4,1360.0,0.00026401229142816653,0.0011607870358497409,1.551358670961228
orientation_1,4,-2,4,1380.0,0.00025696608870078155,0.0011531423794156471,1.551358670961228
orientation_1,4,-2,4,1400.0,0.00025000019530462984,0.0011449567062425938,1.551358670961228
orientation_1,4,-2,4,1420.0,0.00024312123935339011,0.0011362522270032902,1.551358670961228
orientation_1,4,-2,4,1440.0,0.0002363355121291259,0.0011270516540959734,1.551358670961228
orientation_1,4,-2,4,1460.0,0.0002296487368929211,0.001117378159165726,1.551358670961228
orientation_1,4,-2,4,1480.0,0.00022306617954391485,0.0011072553389741206,1.551358670961228
orientation_1,4,-2,4,1500.0,0.00021659265258938313,0.001096707178256745,1.551358670961228
orientation_1,4,-2,4,1520.0,0.0002102325327393183,0.0010857580369189087,1.551358670961228
orientation_1,4,-2,4,1540.0,0.00020398976128604648,0.0010744325595861575,1.551358670961228
orientation_1,4,-2,4,1560.0,0.0001978678904924889,0.0010627557992761041,1.551358670961228
orientation_1,4,-2,4,1580.0,0.00019186999629131464,0.001050752596231625,1.551358670961228
orientation_1,4,-2,4,1600.0,0.00018599653785397348,0.0010384421368471082,1.551358670961228
orientation_1,4,-2,4,1620.0,0.00018025692161152833,0.0010258694771717767,1.551358670961228
orientation_1,4,-2,4,1640.0,0.0001746461250153051,0.0010130406706119735,1.551358670961228
orientation_1,4,-2,4,1660.0,0.00016916818001298027,0.0009999880263048045,1.551358670961228
orientation_1,4,-2,4,1680.0,0.00016382444126475243,0.0009867373548420868,1.551358670961228
orientation_1,4,-2,4,1700.0,0.0001586158957890666,0.0009733146222763591,1.551358670961228
orientation_1,4,-2,4,1720.0,0.0001535434557739252,0.0009597452370252166,1.551358670961228
orientation_1,4,-2,4,1740.0,0.00014860741113641865,0.0009460553389974657,1.551358670961228
orientation_1,4,-2,4,1760.0,0.00014380829654919928,0.0009322725872542224,1.551358670961228
orientation_1,4,-2,4,1780.0,0.00013914606517828414,0.0009184228171862374,1.551358670961228
orientation_1,4,-2,4,1800.0,0.0001346185745583461,0.0009045174355932951,1.551358670961228
orientation_1,4,-2,4,1820.0,0.00013022769082323982,0.0008905998094913975,1.551358670961228
orientation_1,4,-2,4,1840.0,0.0001259717440269302,0.0008766879928374009,1.551358670961228
orientation_1,4,-2,4,1860.0,0.00012184958357364716,0.0008628050978709862,1.551358670961228
orientation_1,4,-2,4,1880.0,0.00011786058880336364,0.000848979894199269,1.551358670961228
orientation_1,4,-2,4,1900.0,0.00011400287002170074,0.0008352318191465758,1.551358670961228
orientation_1,4,-2,4,1920.0,0.00011027504095539119,0.0008215854492780203,1.551358670961228
orientation_1,4,-2,4,1940.0,0.0001066787533368236,0.0008080459696728499,1.551358670961228
orientation_1,4,-2,4,1960.0,0.0001032013808717823,0.0007946820442194915,1.551358670961228
orientation_1,4,-2,4,1980.0,9.985395096817611e-05,0.0007814900359601482,1.551358670961228
orientation_1,4,-2,4,2000.0,9.662780218859511e-05,0.0007684793721086598,1.551358670961228
orientation_1,4,-2,4,2020.0,9.352178399263024e-05,0.0007556817320660875,1.551358670961228
orientation_1,4,-2,4,2040.0,9.053387976728403e-05,0.0007431176152673228,1.551358670961228
orientation_1,4,-2,4,2060.0,8.766142119043182e-05,0.0007308070947865784,1.551358670961228
orientation_1,4,-2,4,2080.0,8.490193755552637e-05,0.0007187685660409593,1.551358670961228
orientation_1,4,-2,4,2100.0,8.225117333624848e-05,0.0007070021824933472,1.551358670961228
orientation_1,4,-2,4,2120.0,7.971234553249323e-05,0.000695589335089067,1.551358670961228
orientation_1,4,-2,4,2140.0,7.727642792779545e-05,0.0006844783558897917,1.551358670961228
orientation_1,4,-2,4,2160.0,7.494317953355364e-05,0.0006737129084174316,1.551358670961228
orientation_1,4,-2,4,2180.0,7.27098798684513e-05,0.0006633070720407914,1.551358670961228
orientation_1,4,-2,4,2200.0,7.05731245913537e-05,0.0006532761858720973,1.551358670961228
orientation_1,4,-2,4,2220.0,6.853069989192055e-05,0.0006436344928023556,1.551358670961228
orientation_1,4,-2,4,2240.0,6.657845305143935e-05,0.0006343967560468751,1.551358670961228
orientation_1,4,-2,4,2260.0,6.471880006509223e-05,0.0006255548577593229,1.551358670961228
orientation_1,4,-2,4,2280.0,6.293770013751953e-05,0.0006171756498456971,1.551358670961228
orientation_1,4,-2,4,2300.0,6.124518752392815e-05,0.0006092188682023433,1.551358670961228
orientation_1,4,-2,4,2320.0,5.963056847163681e-05,0.0006017106806662469,1.551358670961228
orientation_1,4,-2,4,2340.0,5.809299298648414e-05,0.0005946615695301243,1.551358670961228
orientation_1,4,-2,4,2360.0,5.662949671232637e-05,0.0005880782120495775,1.551358670961228
orientation_1,4,-2,4,2380.0,5.5236740689005814e-05,0.0005819702253987468,1.551358670961228
orientation_1,4,-2,4,2400.0,5.391556267010599e-05,0.0005763439012794936,1.551358670961228
orientation_1,4,-2,4,2420.0,5.265520303435168e-05,0.000571189775962098,1.551358670961228
orientation_1,4,-2,4,2440.0,5.146157223992295e-05,0.0005665587497895262,1.551358670961228
orientation_1,4,-2,4,2460.0,5.032740252989104e-05,0.0005624097115363948,1.551358670961228
orientation_1,4,-2,4,2480.0,4.9251000686948775e-05,0.0005587607657695336,1.551358670961228
orientation_1,4,-2,4,2500.0,4.8230869646999863e-05,0.00055561620779294,1.551358670961228
orientation_1,4,-1,3,100.0,0.00010256524540146199,0.00011482116273697169,1.7927790579786764
orientation_1,4,-1,3,120.0,0.00012024649969527298,0.00013768869772903526,1.7927790579786764
orientation_1,4,-1,3,140.0,0.00013702691201759559,0.0001604854593702362,1.7927790579786764
orientation_1,4,-1,3,160.0,0.0001529295371190518,0.00018319979009479993,1.7927790579786764
orientation_1,4,-1,3,180.0,0.00016797730895942134,0.00020582009591949617,1.7927790579786764
orientation_1,4,-1,3,200.0,0.00018219302404417524,0.00022833485533470762,1.7927790579786764
orientation_1,4,-1,3,220.0,0.00019559932548140235,0.00025073262815114274,1.7927790579786764
orientation_1,4,-1,3,240.0,0.00020821868774278991,0.00027300206428261336,1.7927790579786764
orientation_1,4,-1,3,260.0,0.00022007340211818824,0.00029513191245535554,1.7927790579786764
orientation_1,4,-1,3,280.0,0.0002311855628557904,0.0003171110288334478,1.7927790579786764
orientation_1,4,-1,3,300.0,0.00024157705398018646,0.000338928385551902,1.7927790579786764
orientation_1,4,-1,3,320.0,0.000251269534426102,0.000360573079152764,1.7927790579786764
orientation_1,4,-1,3,340.0,0.0002602844353479741,0.00038203433891257293,1.7927790579786764
orientation_1,4,-1,3,360.0,0.0002686429355310904,0.0004033015350588466,1.7927790579786764
orientation_1,4,-1,3,380.0,0.0002763659595152668,0.00042436418686376165,1.7927790579786764
orientation_1,4,-1,3,400.0,0.0002834741655473717,0.0004452119706116228,1.7927790579786764
orientation_1,4,-1,3,420.0,0.0002899879362656877,0.00046583472743258946,1.7927790579786764
orientation_1,4,-1,3,440.0,0.0002959273699936388,0.00048622247099405725,1.7927790579786764
orientation_1,4,-1,3,460.0,0.00030131227262907825,0.000506365395045568,1.7927790579786764
orientation_1,4,-1,3,480.0,0.00030616215011784417,0.0005262538808104381,1.7927790579786764
orientation_1,4,-1,3,500.0,0.0003104962014993895,0.0005458785042154989,1.7927790579786764
orientation_1,4,-1,3,520.0,0.0003143333125126569,0.0005652300429567967,1.7927790579786764
orientation_1,4,-1,3,540.0,0.00031769204974803307,0.0005842994833915743,1.7927790579786764
orientation_1,4,-1,3,560.0,0.00032059065533319314,0.0006030780272529447,1.7927790579786764
orientation_1,4,-1,3,580.0,0.00032304704214100246,0.0006215570981809864,1.7927790579786764
orientation_1,4,-1,3,600.0,0.0003250787895024437,0.0006397283480636222,1.7927790579786764
orientation_1,4,-1,3,620.0,0.00032670313941632367,0.0006575836631858524,1.7927790579786764
orientation_1,4,-1,3,640.0,0.00032793699323675513,0.0006751151701751478,1.7927790579786764
orientation_1,4,-1,3,660.0,0.0003287969088285547,0.0006923152417467686,1.7927790579786764
orientation_1,4,-1,3,680.0,0.0003292990981760337,0.0007091765022362806,1.7927790579786764
orientation_1,4,-1,3,700.0,0.00032945942542940697,0.0007256918329199857,1.7927790579786764
orientation_1,4,-1,3,720.0,0.0003292934053782418,0.0007418543771169914,1.7927790579786764
orientation_1,4,-1,3,740.0,0.0003288162023345562,0.0007576575450673634,1.7927790579786764
orientation_1,4,-1,3,760.0,0.0003280426294144522,0.0007730950185852833,1.7927790579786764
orientation_1,4,-1,3,780.0,0.0003269871482039425,0.0007881607554814754,1.7927790579786764
orientation_1,4,-1,3,800.0,0.000325663868793909,0.0008028489937504224,1.7927790579786764
orientation_1,4,-1,3,820.0,0.00032408655017200454,0.0008171542555227253,1.7927790579786764
orientation_1,4,-1,3,840.0,0.0003222686009567961,0.0008310713507740057,1.7927790579786764
orientation_1,4,-1,3,860.0,0.00032022308046142026,0.0008445953807932147,1.7927790579786764
orientation_1,4,-1,3,880.0,0.0003179627000729476,0.0008577217414019278,1.7927790579786764
orientation_1,4,-1,3,900.0,0.00031549982493418895,0.0008704461259269509,1.7927790579786764
orientation_1,4,-1,3,920.0,0.00031284647591521406,0.0008827645279214007,1.7927790579786764
orientation_1,4,-1,3,940.0,0.00031001433186006265,0.000894673243631927,1.7927790579786764
orientation_1,4,-1,3,960.0,0.00030701473209842787,0.0009061688742111819,1.7927790579786764
orientation_1,4,-1,3,980.0,0.00030385867920689424,0.0009172483276749956,1.7927790579786764
orientation_1,4,-1,3,1000.0,0.00030055684200897475,0.0009279088205988847,1.7927790579786764
orientation_1,4,-1,3,1020.0,0.00029711955880121606,0.00093814787955819,1.7927790579786764
orientation_1,4,-1,3,1040.0,0.00029355684079246646,0.0009479633423057548,1.7927790579786764
orientation_1,4,-1,3,1060.0,0.00028987837573694235,0.0009573533586604249,1.7927790579786764
orientation_1,4,-1,3,1080.0,0.0002860935318107543,0.0009663163913136199,1.7927790579786764
orientation_1,4,-1,3,1100.0,0.00028221136153325286,0.0009748512159245306,1.7927790579786764
orientation_1,4,-1,3,1120.0,0.0002782406060327671,0.0009829569215494894,1.7927790579786764
orientation_1,4,-1,3,1140.0,0.00027418969933995166,0.0009906329103732314,1.7927790579786764
orientation_1,4,-1,3,1160.0,0.000270066772872603,0.0009978788973388673,1.7927790579786764
orientation_1,4,-1,3,1180.0,0.00026587965993015654,0.0010046949090342066,1.7927790579786764
orientation_1,4,-1,3,1200.0,0.0002616359006872934,0.00101108128372134,1.7927790579786764
orientation_1,4,-1,3,1220.0,0.0002573427472201755,0.0010170386723889998,1.7927790579786764
orientation_1,4,-1,3,1240.0,0.0002530071681196253,0.0010225680286597523,1.7927790579786764
orientation_1,4,-1,3,1260.0,0.0002486358524535254,0.0010276706173151995,1.7927790579786764
orientation_1,4,-1,3,1280.0,0.00024423521732876076,0.001032348007390374,1.7927790579786764
orientation_1,4,-1,3,1300.0,0.00023981141138140131,0.001036602070434205,1.7927790579786764
orientation_1,4,-1,3,1320.0,0.00023537032062761538,0.0010404349789110768,1.7927790579786764
orientation_1,4,-1,3,1340.0,0.00023091757349653826,0.0010438492021491482,1.7927790579786764
orientation_1,4,-1,3,1360.0,0.0002264585465978221,0.0010468475050465034,1.7927790579786764
orientation_1,4,-1,3,1380.0,0.00022199836503644752,0.0010494329204515979,1.7927790579786764
orientation_1,4,-1,3,1400.0,0.00021754194774206663,0.0010516088622781158,1.7927790579786764
orientation_1,4,-1,3,1420.0,0.0002130938868459874,0.0010533788892633025,1.7927790579786764
orientation_1,4,-1,3,1440.0,0.00020865865735959267,0.0010547469360311884,1.7927790579786764
orientation_1,4,-1,3,1460.0,0.00020424044247877742,0.0010557171885996822,1.7927790579786764
orientation_1,4,-1,3,1480.0,0.00019984322175676706,0.001056294104193109,1.7927790579786764
orientation_1,4,-1,3,1500.0,0.00019547076340950968,0.0010564824026741617,1.7927790579786764
orientation_1,4,-1,3,1520.0,0.00019112662106787756,0.0010562870955109066,1.7927790579786764
orientation_1,4,-1,3,1540.0,0.00018681415613003646,0.0010557134095596512,1.7927790579786764
orientation_1,4,-1,3,1560.0,0.00018253653848321834,0.0010547669238032502,1.7927790579786764
orientation_1,4,-1,3,1580.0,0.00017829669838935672,0.0010534531637886272,1.7927790579786764
orientation_1,4,-1,3,1600.0,0.00017409588933889138,0.001051768711446078,1.7927790579786764
orientation_1,4,-1,3,1620.0,0.00016994140139512366,0.0010497486156700088,1.7927790579786764
orientation_1,4,-1,3,1640.0,0.00016583096023216278,0.0010473704341147708,1.7927790579786764
orientation_1,4,-1,3,1660.0,0.00016176839029356953,0.0010446504817705887,1.7927790579786764
orientation_1,4,-1,3,1680.0,0.0001577557837912,0.00104159565315424,1.7927790579786764
orientation_1,4,-1,3,1700.0,0.0001537950868873153,0.0010382131436321616,1.7927790579786764
orientation_1,4,-1,3,1720.0,0.00014988804326554635,0.0010345100189501758,1.7927790579786764
orientation_1,4,-1,3,1740.0,0.0001460363202344584,0.001030494041240305,1.7927790579786764
orientation_1,4,-1,3,1760.0,0.00014224158580334998,0.0010261742510262366,1.7927790579786764
orientation_1,4,-1,3,1780.0,0.0001385052136947664,0.0010215588217969127,1.7927790579786764
orientation_1,4,-1,3,1800.0,0.0001348271853587647,0.0010166464170258648,1.7927790579786764
