Index,hkl,U_g_real,U_g_imag,g_mag
394,"(-1, 13, -14)",-0.0007123456430458,-0.0003655777953158,1.962407618577962
156,"(10, -6, 12)",0.0010556185583445,0.0004948269362198,1.7531947543249506
193,"(13, -1, 8)",-0.0012335212718582,-0.0005071667542011,1.74388630489839
202,"(15, 0, 8)",-2.9844830837056463e-19,2.351965217255772e-18,1.968867901361144
225,"(-13, 4, -10)",4.2522516370468085e-06,-1.2639421428215604e-06,1.875134395929857
226,"(-13, 5, -11)",0.0001257589143738,1.2401055681048318e-05,1.9485347067060947
227,"(-13, 6, -12)",0.0001201964505811,2.171470476605407e-05,2.0299089389753084
143,"(9, -9, 15)",3.507501360819354e-05,-2.800698241923905e-07,2.003786846462908
179,"(12, -5, 12)",-8.817289747330945e-05,-8.860641177190895e-06,1.8931003083745923
223,"(-13, 3, -9)",0.0002333950549858,3.7512722269989446e-05,1.810677994347679
43,"(0, 14, -14)",0.0005890669203721,0.0003051560438083,2.054814125841668
46,"(0, 15, -15)",-3.850945914458899e-21,-2.9844830837056463e-20,2.201586563401788
51,"(0, -14, 16)",0.0006215480888389,0.0002529885058563,2.157808828590448
133,"(1, 14, -14)",-0.000231921647193,-2.526453498032088e-05,2.0585014844975755
135,"(1, 15, -15)",-5.589123432530759e-05,-4.344243277347668e-06,2.205028429671704
235,"(2, -14, 17)",6.522268621185003e-05,2.456888495270001e-06,2.2260883971944008
239,"(2, -13, 16)",0.000129302034161,7.532083565339306e-06,2.0809717127195304
322,"(3, 15, -14)",-0.0004338944123144,-0.0002303170113188,2.184904397882696
326,"(3, -14, 17)",-1.5615845016096472e-05,-6.387223637176794e-07,2.243063115565549
329,"(3, -13, 16)",-0.0009547282047943,-0.0003094661062964,2.099120188796927
421,"(4, -13, 17)",-7.11926681001482e-05,-1.979932913167013e-06,2.179712571726909
502,"(5, 14, -12)",3.868392006085224e-05,4.736465363008929e-06,2.055603200534538
505,"(5, 15, -13)",2.027279388786141e-05,-5.190330380788073e-06,2.195745941732702
510,"(5, -13, 17)",0.000132615589971,1.4482184374312556e-06,2.210813232871715
514,"(5, -12, 16)",0.0001126069865257,1.008340445232637e-05,2.071542837694315
599,"(6, -12, 17)",-9.876359176693458e-06,1.8796036492526284e-06,2.1672144343713806
677,"(7, 14, -11)",-7.73902178121293e-05,-8.3285803106371e-06,2.103163530735327
680,"(7, 15, -12)",-0.0004060262659383,-0.000203120722328,2.2371029064184573
685,"(7, -12, 17)",1.1091312921247614e-05,1.3648811825943713e-06,2.2122505117760234
689,"(7, -11, 16)",-0.0007598288265733,-0.0002967315013067,2.0799682823958907
768,"(8, -12, 17)",8.765971400725612e-07,2.383276135985872e-06,2.263101615153445
770,"(8, -11, 16)",0.0001625885294579,9.477135582237526e-06,2.133973842158959
852,"(9, -11, 17)",-1.1173271308105888e-05,-2.990081519496248e-06,2.247310318814116
855,"(9, -10, 16)",7.733352639763392e-05,2.088252915580992e-06,2.1239681139616344
930,"(10, -10, 16)",0.0002741736170982,0.0002108854143727,2.190776693180015
934,"(10, -9, 15)",-0.0001489918966107,-8.363701368798749e-06,2.0744694275649582
1008,"(11, -9, 16)",-0.0004832975318897,-0.0002126550594144,2.201410277177134
1011,"(11, -8, 15)",2.288612093977948e-05,1.0100621807251937e-05,2.092546185046063
1079,"(12, -9, 16)",0.0001176196536226,2.4514007994441426e-06,2.27928823226142
1082,"(12, -8, 15)",2.565822523061205e-05,1.728850288194178e-06,2.174326765553884
1085,"(12, -7, 14)",-0.0001204419478465,-2.084212942408452e-05,2.074445279571704
1138,"(13, 11, -5)",-0.0003661873196294,-3.0439553760444547e-05,2.115742687279331
1141,"(13, 12, -6)",3.5098055630840488e-06,-6.139160077890648e-06,2.2102165884844496
1145,"(13, -8, 15)",1.1117790364942968e-05,5.080538860952032e-06,2.2598643546922106
1147,"(13, -7, 14)",-0.0007069396202779,-0.0002387426090989,2.163934598302512
1150,"(13, -6, 13)",-3.883342571650935e-05,8.721950164699984e-08,2.073963183546791
1210,"(14, -6, 14)",0.0005468231661867,0.0002041257170804,2.214997068300519
1213,"(14, -5, 13)",0.0001658256724474,6.123468409426343e-06,2.133903417478304
1216,"(14, -4, 12)",0.0006453087031408,0.000270425706755,2.0600873463341207
1252,"(15, 8, -1)",6.160560645953167e-07,4.833117282846606e-06,2.0824788083994217
1254,"(15, 9, -2)",-0.0003636196443184,-0.0002130611173068,2.1451555189327283
1257,"(15, 10, -3)",-1.1907560285752048e-05,-3.642297636677493e-06,2.215795728454473
1259,"(15, 11, -4)",-0.0004216652492994,-0.0001613890514999,2.293663775909912
1263,"(15, -5, 13)",-8.69580155031782e-06,-2.533519472958987e-07,2.234618289443877
1267,"(15, -4, 12)",-6.921068557921425e-05,-1.0635671207991097e-07,2.1642399794168745
1271,"(15, -3, 11)",-0.000140689229766,-1.44176347961038e-05,2.10176943891339
1279,"(16, 0, 8)",0.0006911792823852,0.0002594954714747,2.084887799546413
1282,"(16, 1, 7)",-4.003056364514574e-05,-1.2279418747755845e-05,2.062181883236552
1294,"(16, 4, 4)",0.0006676704401107,0.0002671807295963,2.056358638280741
1297,"(16, 5, 3)",-0.0002324842566956,-2.455706600718456e-05,2.075279503946904
1300,"(16, 6, 2)",0.0007838671200705,0.0002666870310371,2.104291682877416
1302,"(16, 7, 1)",0.0001120821739118,5.814154196942948e-06,2.142985359400923
1314,"(16, -3, 11)",0.0001049758169152,1.758495984799254e-06,2.210826082999485
1315,"(16, -3, 12)",7.189843267622016e-05,3.656525635192656e-06,2.2481292528381176
1317,"(16, -2, 10)",0.0005119827377536,0.0002172007831936,2.1597074018390505
1320,"(16, -1, 9)",-0.0001139451680584,-1.0224365679121678e-05,2.117546800120506
1324,"(17, 0, 9)",-0.0001690918275208,-4.887220726279562e-06,2.22943091842406
1327,"(17, 1, 8)",-0.0004919887402352,-0.0001912078706257,2.204934544967456
1330,"(17, 2, 7)",0.0001538592164461,1.177637922101862e-05,2.190021637338593
1335,"(17, 4, 4)",0.0002100586503082,1.1387893997573468e-05,2.1746881805504734
1338,"(17, 5, 3)",6.735858993061148e-05,4.821483559641135e-06,2.192588096858393
1341,"(17, 6, 2)",-0.000212039204615,-1.220206081531106e-05,2.220067733020544
1344,"(17, 7, 1)",1.518881254088474e-05,1.150491707762297e-07,2.2567771739291222
1351,"(17, -1, 10)",-0.0003995701050624,-0.0001665414843126,2.26319959113511
1357,"(-18, 0, -7)",-8.616491483601785e-20,5.5790578935723335e-19,2.295633705834617
1363,"(-18, -4, -3)",-0.0001129772847915,-4.188334470252937e-06,2.2824626525112426
1366,"(-18, -3, -4)",-5.557222121488708e-05,-1.853522667849244e-06,2.2715818062839976
1369,"(-18, -2, -5)",0.0001017229129576,4.173133095694323e-06,2.2701577791041223
1372,"(-18, -1, -6)",8.452982298888402e-06,8.0512698663189e-07,2.2782083044068053
1374,"(-17, 0, -7)",-0.0001438091950933,-1.0159874233072662e-05,2.1769090609605457
1377,"(-17, 1, -8)",-0.0004919887402352,-0.0001912078706257,2.204930406890783
1380,"(-17, 2, -9)",9.883831100891052e-05,8.999190681961335e-06,2.2422282300483287
1383,"(-17, 3, -10)",-0.0004548501654612,-0.0001590365642818,2.2883489831916908
1388,"(-17, -7, 1)",-1.5188812540884744e-05,-1.150491707763736e-07,2.256771143286805
1396,"(-17, -4, -3)",1.8431325510876483e-05,2.125914592406944e-06,2.163015457661177
1399,"(-17, -3, -4)",-0.0004635759408293,-0.0002095285219747,2.151530553397257
1402,"(-17, -2, -5)",9.952040323794878e-05,1.2244810862482245e-05,2.150026946616554
1405,"(-17, -1, -6)",-0.000520426805854,-0.0002134832077657,2.158525496029031
1411,"(-16, 1, -8)",-4.565412552501995e-05,-3.4202864158708825e-06,2.088314973489356
1414,"(-16, 2, -9)",0.0001289392566759,1.0938079240506127e-05,2.127657978736915
1417,"(-16, 3, -10)",0.0001029481249304,4.572990057999196e-06,2.176208128217645
1420,"(-16, 4, -11)",-0.0001152784499706,-5.46421653537344e-06,2.233365052339834
1423,"(-16, 5, -12)",-5.724886638718796e-05,-2.37144226308347e-06,2.2984867616673266
1431,"(-16, -8, 2)",0.0002246664365204,0.0001826039430778,2.197433150526052
1434,"(-16, -7, 1)",-0.0001120821739118,-5.814154196943671e-06,2.1429792953845768
1436,"(-16, -6, 0)",0.0009135378734865,0.0002740008882696,2.097401336587202
1441,"(-16, -5, -1)",-7.015289794722072e-05,-9.119553631447327e-06,2.061288133629859
1467,"(-15, 4, -10)",7.284779167414557e-05,2.2804420404668416e-06,2.089433775102066
1470,"(-15, 5, -11)",3.838771321347005e-05,9.906547228825429e-07,2.155549252927996
1473,"(-15, 6, -12)",-5.295443985706644e-05,1.0225351758327771e-06,2.2293801739304784
1477,"(-15, -10, 5)",-9.030903064221936e-05,-4.705373953500384e-06,2.24174650022085
1521,"(-14, 5, -11)",0.0002139055534226,2.3890905703398784e-05,2.0509555594509363
1524,"(-14, 6, -12)",0.0007238424660765,0.0002495200473331,2.1284176738947305
1527,"(-14, 7, -13)",-3.966833830162829e-05,-1.031470177441492e-05,2.2129141824993765
1540,"(-14, -9, 4)",-0.0003426846171906,-3.379658196187224e-05,2.0611828005276056
1587,"(-13, 7, -13)",-0.0001817307619326,-1.2161975146554989e-05,2.1183383569864835
1590,"(-13, 8, -14)",-0.0001355468643922,-6.599317672890104e-06,2.212977357697816
1657,"(-12, 8, -13)",7.400771667734545e-05,1.2814299694426888e-05,2.079116374144224
1660,"(-12, 9, -14)",0.000177930447541,9.952859775132664e-06,2.1820306436451435
1662,"(-12, 10, -15)",1.4943035626067987e-05,1.6366677861371808e-06,2.289732486390699
1729,"(-11, 9, -14)",-0.0005835814965278,-0.0002629803878948,2.1005502426692666
1732,"(-11, 10, -15)",-2.416458613595925e-05,3.202186167425158e-06,2.212222448352179
1808,"(-10, 10, -14)",0.0005188617597262,0.0002532929481838,2.089403925782284
1811,"(-10, 11, -15)",-3.970577600062168e-05,-3.0271101712532115e-06,2.208132026319671
1889,"(-9, 11, -15)",-1.1689383086144544e-05,-1.7418582068238871e-06,2.141865078483763
1891,"(-9, 12, -16)",0.0001793971697987,6.850947851741785e-06,2.2673571182008443
1970,"(-8, 11, -15)",-1.2314363779853698e-05,-2.3907638070535364e-06,2.0807853456205274
1973,"(-8, 12, -16)",0.0003527258925389,0.0002135261186008,2.209748775577401
2059,"(-7, 12, -15)",-4.6781917612354216e-05,2.234364892751884e-06,2.105050601255404
2062,"(-7, 13, -16)",-0.0006002009506101,-0.000211775633474,2.239013504209214
2140,"(-6, 12, -15)",4.355632877013991e-05,8.58884456133e-06,2.0576698814377097
2143,"(-6, 13, -16)",0.0001852223950397,7.534275672258478e-06,2.19452693962737
2151,"(-6, -14, 13)",-3.379038475378183e-05,-3.3394987435489355e-06,2.1384957492900694
2233,"(-5, 13, -15)",-7.363146133224247e-05,-8.57724774287845e-07,2.1035408765331245
2236,"(-5, 14, -16)",-2.473731093676573e-05,-8.657420189767099e-09,2.24398057223964
2239,"(-5, -15, 15)",-0.0001046277426694,-3.9933220915918695e-06,2.286098205941629
2322,"(-4, 13, -15)",4.466146166825635e-06,-8.205146210506613e-06,2.0708300735176586
2324,"(-4, 14, -16)",0.0005043121146539,0.0002218184006674,2.2133462206164785
2330,"(-4, -14, 14)",0.0005934465618237,0.000272634621704,2.113051395387003
2421,"(-3, -15, 16)",-0.0003853645414678,-0.000188752262323,2.28203428673261
2508,"(-2, 14, -15)",-3.447889321122968e-05,7.585483354285446e-06,2.119590340555683
2510,"(-2, 15, -16)",3.423545472415666e-05,-1.632035703818774e-07,2.265358395898265
2513,"(-2, -15, 16)",-3.4235454724156644e-05,1.632035703818591e-07,2.2653540072865965
2515,"(-2, -14, 15)",-3.447889321123005e-05,7.585483354285744e-06,2.119585924156892
