tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-17,-7,-1,791.5254516601562
1,-1.4491525423728813,0.0,-17,-7,-1,791.5254516601562
2,-1.3983050847457628,0.0,-17,-7,-1,791.5254516601562
3,-1.347457627118644,0.0,-17,-7,-1,791.5254516601562
4,-1.2966101694915255,0.0,-17,-7,-1,791.5254516601562
5,-1.2457627118644068,0.0,-17,-7,-1,791.5254516601562
6,-1.194915254237288,0.0,-17,-7,-1,791.5254516601562
7,-1.1440677966101696,0.0,-17,-7,-1,791.5254516601562
8,-1.0932203389830508,0.0,-17,-7,-1,791.5254516601562
9,-1.042372881355932,0.0,-17,-7,-1,791.5254516601562
10,-0.9915254237288136,0.0,-17,-7,-1,791.5254516601562
11,-0.9406779661016949,0.0,-17,-7,-1,791.5254516601562
12,-0.8898305084745762,0.0,-17,-7,-1,791.5254516601562
13,-0.8389830508474576,0.0,-17,-7,-1,791.5254516601562
14,-0.7881355932203389,0.0,-17,-7,-1,791.5254516601562
15,-0.7372881355932203,0.0,-17,-7,-1,791.5254516601562
16,-0.6864406779661016,0.0,-17,-7,-1,791.5254516601562
17,-0.635593220338983,0.0,-17,-7,-1,791.5254516601562
18,-0.5847457627118644,0.0,-17,-7,-1,791.5254516601562
19,-0.5338983050847457,0.0,-17,-7,-1,791.5254516601562
20,-0.48305084745762716,0.0,-17,-7,-1,791.5254516601562
21,-0.43220338983050843,0.0,-17,-7,-1,791.5254516601562
22,-0.3813559322033897,0.0,-17,-7,-1,791.5254516601562
23,-0.3305084745762712,0.0,-17,-7,-1,791.5254516601562
24,-0.27966101694915246,0.0,-17,-7,-1,791.5254516601562
25,-0.22881355932203373,2.996670502852794e-07,-17,-7,-1,791.5254516601562
26,-0.17796610169491522,1.8225622966383526e-07,-17,-7,-1,791.5254516601562
27,-0.1271186440677965,2.643783414413292e-09,-17,-7,-1,791.5254516601562
28,-0.07627118644067776,5.863821428420124e-08,-17,-7,-1,791.5254516601562
29,-0.025423728813559254,1.827468594228776e-07,-17,-7,-1,791.5254516601562
30,0.025423728813559476,1.0308375664180858e-07,-17,-7,-1,791.5254516601562
31,0.07627118644067798,1.165180378848163e-07,-17,-7,-1,791.5254516601562
32,0.12711864406779672,6.916453116900811e-07,-17,-7,-1,791.5254516601562
33,0.17796610169491545,6.840350863512867e-08,-17,-7,-1,791.5254516601562
34,0.22881355932203395,1.272198169033345e-08,-17,-7,-1,791.5254516601562
35,0.2796610169491527,3.943245872051193e-07,-17,-7,-1,791.5254516601562
36,0.3305084745762712,1.5884506865404546e-06,-17,-7,-1,791.5254516601562
37,0.3813559322033899,4.098349108971888e-06,-17,-7,-1,791.5254516601562
38,0.43220338983050866,3.874969934258843e-06,-17,-7,-1,791.5254516601562
39,0.48305084745762716,5.269232133287005e-06,-17,-7,-1,791.5254516601562
40,0.5338983050847457,0.00010548201680649072,-17,-7,-1,791.5254516601562
41,0.5847457627118646,4.662767969421111e-05,-17,-7,-1,791.5254516601562
42,0.6355932203389831,2.6651317966752686e-05,-17,-7,-1,791.5254516601562
43,0.6864406779661016,1.797815457393881e-05,-17,-7,-1,791.5254516601562
44,0.7372881355932206,2.9598188575619133e-06,-17,-7,-1,791.5254516601562
45,0.7881355932203391,3.249454891829373e-07,-17,-7,-1,791.5254516601562
46,0.8389830508474576,6.173578412926872e-07,-17,-7,-1,791.5254516601562
47,0.8898305084745766,8.188920219254214e-06,-17,-7,-1,791.5254516601562
48,0.9406779661016951,2.919306780313491e-06,-17,-7,-1,791.5254516601562
49,0.9915254237288136,2.1396189708866586e-07,-17,-7,-1,791.5254516601562
50,1.0423728813559325,1.4559255134827254e-07,-17,-7,-1,791.5254516601562
51,1.093220338983051,5.532912723538175e-07,-17,-7,-1,791.5254516601562
52,1.1440677966101696,6.108991215114656e-07,-17,-7,-1,791.5254516601562
53,1.1949152542372885,4.174794909772572e-08,-17,-7,-1,791.5254516601562
54,1.245762711864407,3.0867801115164184e-07,-17,-7,-1,791.5254516601562
55,1.2966101694915255,9.978908792618313e-07,-17,-7,-1,791.5254516601562
56,1.3474576271186445,1.635742030714482e-08,-17,-7,-1,791.5254516601562
57,1.398305084745763,1.9322341415772826e-07,-17,-7,-1,791.5254516601562
58,1.4491525423728815,0.0,-17,-7,-1,791.5254516601562
59,1.5,0.0,-17,-7,-1,791.5254516601562
0,-1.5,0.0,-17,-6,-2,791.5254516601562
1,-1.4491525423728813,0.0,-17,-6,-2,791.5254516601562
2,-1.3983050847457628,0.0,-17,-6,-2,791.5254516601562
3,-1.347457627118644,0.0,-17,-6,-2,791.5254516601562
4,-1.2966101694915255,0.0,-17,-6,-2,791.5254516601562
5,-1.2457627118644068,0.0,-17,-6,-2,791.5254516601562
6,-1.194915254237288,0.0,-17,-6,-2,791.5254516601562
7,-1.1440677966101696,0.0,-17,-6,-2,791.5254516601562
8,-1.0932203389830508,0.0,-17,-6,-2,791.5254516601562
9,-1.042372881355932,0.0,-17,-6,-2,791.5254516601562
10,-0.9915254237288136,0.0,-17,-6,-2,791.5254516601562
11,-0.9406779661016949,0.0,-17,-6,-2,791.5254516601562
12,-0.8898305084745762,0.0,-17,-6,-2,791.5254516601562
13,-0.8389830508474576,0.0,-17,-6,-2,791.5254516601562
14,-0.7881355932203389,0.0,-17,-6,-2,791.5254516601562
15,-0.7372881355932203,1.646189957682509e-06,-17,-6,-2,791.5254516601562
16,-0.6864406779661016,6.559727694366302e-07,-17,-6,-2,791.5254516601562
17,-0.635593220338983,1.1476314121239284e-08,-17,-6,-2,791.5254516601562
18,-0.5847457627118644,1.5968703337421175e-07,-17,-6,-2,791.5254516601562
19,-0.5338983050847457,1.2257589787623147e-07,-17,-6,-2,791.5254516601562
20,-0.48305084745762716,2.3327281439833314e-07,-17,-6,-2,791.5254516601562
21,-0.43220338983050843,4.97637245189253e-07,-17,-6,-2,791.5254516601562
22,-0.3813559322033897,1.3062926882412285e-06,-17,-6,-2,791.5254516601562
23,-0.3305084745762712,3.1091519758774666e-06,-17,-6,-2,791.5254516601562
24,-0.27966101694915246,1.0465575996931875e-06,-17,-6,-2,791.5254516601562
25,-0.22881355932203373,1.2726542308882927e-06,-17,-6,-2,791.5254516601562
26,-0.17796610169491522,9.51377160163247e-07,-17,-6,-2,791.5254516601562
27,-0.1271186440677965,9.31435920392687e-07,-17,-6,-2,791.5254516601562
28,-0.07627118644067776,2.6980596885550767e-06,-17,-6,-2,791.5254516601562
29,-0.025423728813559254,1.2060012522852048e-05,-17,-6,-2,791.5254516601562
30,0.025423728813559476,0.00010858401219593361,-17,-6,-2,791.5254516601562
31,0.07627118644067798,8.12960570328869e-06,-17,-6,-2,791.5254516601562
32,0.12711864406779672,1.4634071021646378e-06,-17,-6,-2,791.5254516601562
33,0.17796610169491545,7.621193162776763e-06,-17,-6,-2,791.5254516601562
34,0.22881355932203395,1.2374484867905267e-05,-17,-6,-2,791.5254516601562
35,0.2796610169491527,1.999926325879642e-06,-17,-6,-2,791.5254516601562
36,0.3305084745762712,2.0646576004423878e-08,-17,-6,-2,791.5254516601562
37,0.3813559322033899,1.333208047071821e-06,-17,-6,-2,791.5254516601562
38,0.43220338983050866,2.3476503940855764e-07,-17,-6,-2,791.5254516601562
39,0.48305084745762716,2.502647475921549e-06,-17,-6,-2,791.5254516601562
40,0.5338983050847457,1.13408657398395e-06,-17,-6,-2,791.5254516601562
41,0.5847457627118646,4.532330422080122e-07,-17,-6,-2,791.5254516601562
42,0.6355932203389831,2.9144553082005586e-07,-17,-6,-2,791.5254516601562
43,0.6864406779661016,3.680892035617944e-08,-17,-6,-2,791.5254516601562
44,0.7372881355932206,8.268597895266794e-08,-17,-6,-2,791.5254516601562
45,0.7881355932203391,2.2326253201754298e-07,-17,-6,-2,791.5254516601562
46,0.8389830508474576,0.0,-17,-6,-2,791.5254516601562
47,0.8898305084745766,0.0,-17,-6,-2,791.5254516601562
48,0.9406779661016951,0.0,-17,-6,-2,791.5254516601562
49,0.9915254237288136,0.0,-17,-6,-2,791.5254516601562
50,1.0423728813559325,0.0,-17,-6,-2,791.5254516601562
51,1.093220338983051,0.0,-17,-6,-2,791.5254516601562
52,1.1440677966101696,0.0,-17,-6,-2,791.5254516601562
53,1.1949152542372885,0.0,-17,-6,-2,791.5254516601562
54,1.245762711864407,0.0,-17,-6,-2,791.5254516601562
55,1.2966101694915255,0.0,-17,-6,-2,791.5254516601562
56,1.3474576271186445,0.0,-17,-6,-2,791.5254516601562
57,1.398305084745763,0.0,-17,-6,-2,791.5254516601562
58,1.4491525423728815,0.0,-17,-6,-2,791.5254516601562
59,1.5,0.0,-17,-6,-2,791.5254516601562
0,-1.5,0.0,-17,-5,-3,791.5254516601562
1,-1.4491525423728813,0.0,-17,-5,-3,791.5254516601562
2,-1.3983050847457628,0.0,-17,-5,-3,791.5254516601562
3,-1.347457627118644,0.0,-17,-5,-3,791.5254516601562
4,-1.2966101694915255,0.0,-17,-5,-3,791.5254516601562
5,-1.2457627118644068,0.0,-17,-5,-3,791.5254516601562
6,-1.194915254237288,0.0,-17,-5,-3,791.5254516601562
7,-1.1440677966101696,1.1268122079854948e-07,-17,-5,-3,791.5254516601562
8,-1.0932203389830508,4.5915118818129486e-08,-17,-5,-3,791.5254516601562
9,-1.042372881355932,1.890936296433665e-08,-17,-5,-3,791.5254516601562
10,-0.9915254237288136,2.9489868325072166e-07,-17,-5,-3,791.5254516601562
