"atom_id","element","x","y","z"
"0","55","4.182086209299357","4.626428992539128","8.81925"
"1","82","4.05945","8.359","5.8795"
"2","35","2.4478780767869712","5.862053570512166","5.504476925559449"
"3","35","3.56199756608758","8.306653412187869","8.81925"
