"Step","Theta","Pred Thickness"
"456","-58.987","478.3840907447497"
"456","-58.39893969849246","477.5320601366153"
"456","-57.81087939698492","476.68510459802667"
"456","-57.22281909547739","475.8433803213872"
"456","-56.63475879396985","475.00704344637796"
"456","-56.04669849246231","474.1762499825836"
"456","-55.45863819095477","473.35115573070516"
"456","-54.87057788944724","472.5319162024111"
"456","-54.2825175879397","471.7186865388853"
"456","-53.69445728643216","470.91162142813187"
"456","-53.10639698492462","470.1108750211005"
"456","-52.51833668341709","469.3166008467014"
"456","-51.93027638190955","468.5289517257795"
"456","-51.34221608040201","467.74807968412466"
"456","-50.75415577889447","466.97413586459504"
"456","-50.16609547738694","466.20727043843584"
"456","-49.5780351758794","465.4476325158793"
"456","-48.98997487437186","464.69537005611426"
"456","-48.40191457286432","463.9506297767169"
"456","-47.81385427135678","463.2135570626383"
"456","-47.22579396984925","462.4842958748476"
"456","-46.63773366834171","461.76298865872985"
"456","-46.04967336683417","461.0497762523463"
"456","-45.46161306532663","460.3447977946593"
"456","-44.8735527638191","459.6481906338359"
"456","-44.28549246231156","458.9600902357379"
"456","-43.69743216080402","458.2806300927155"
"456","-43.10937185929648","457.6099416328195"
"456","-42.52131155778895","456.9481541295487"
"456","-41.93325125628141","456.2953946122555"
"456","-41.34519095477387","455.65178777732785"
"456","-40.75713065326633","455.0174559002719"
"456","-40.16907035175879","454.39251874881757"
"456","-39.58101005025126","453.77709349717253"
"456","-38.99294974874372","453.17129464154846"
"456","-38.40488944723618","452.5752339170849"
"456","-37.81682914572864","451.98902021629567"
"456","-37.22876884422111","451.41275950916236"
"456","-36.64070854271357","450.84655476499864"
"456","-36.05264824120603","450.29050587620975"
"456","-35.46458793969849","449.7447095840671"
"456","-34.87652763819096","449.2092594066196"
"456","-34.28846733668342","448.6842455688595"
"456","-33.70040703517588","448.1697549352605"
"456","-33.11234673366834","447.6658709447983"
"456","-32.52428643216081","447.17267354856943"
"456","-31.936226130653267","446.6902391501114"
"456","-31.348165829145728","446.21864054853154"
"456","-30.76010552763819","445.7579468845442"
"456","-30.172045226130653","445.30822358951093"
"456","-29.583984924623113","444.86953233757885"
"456","-28.995924623115577","444.44193100100114"
"456","-28.407864321608038","444.0254736087239"
"456","-27.819804020100502","443.6202103083156"
"456","-27.231743718592963","443.22618733131003"
"456","-26.643683417085427","442.84344696202936"
"456","-26.055623115577887","442.47202750994586"
"456","-25.46756281407035","442.11196328563517"
"456","-24.879502512562812","441.76328458036994"
"456","-24.291442211055276","441.4260176493911"
"456","-23.703381909547737","441.1001846988917"
"456","-23.1153216080402","440.7858038767404"
"456","-22.52726130653266","440.4828892669608"
"456","-21.939201005025126","440.19145088798285"
"456","-21.351140703517586","439.91149469466717"
"456","-20.763080402010047","439.64302258410265"
"456","-20.17502010050251","439.38603240516596"
"456","-19.58695979899497","439.140517971826"
"456","-18.998899497487436","438.9064690801703"
"456","-18.410839195979896","438.6838715291191"
"456","-17.82277889447236","438.47270714479043"
"456","-17.23471859296482","438.2729538084699"
"456","-16.646658291457285","438.08458548813087"
"456","-16.058597989949746","437.90757227344795"
"456","-15.470537688442208","437.7418804142345"
"456","-14.88247738693467","437.58747236223456"
"456","-14.294417085427133","437.44430681618735"
"456","-13.706356783919595","437.3123387700824"
"456","-13.118296482412058","437.19151956451225"
"456","-12.53023618090452","437.08179694102824"
"456","-11.942175879396983","436.9831150993975"
"456","-11.354115577889445","436.8954147576564"
"456","-10.766055276381907","436.8186332148482"
"456","-10.17799497487437","436.75270441633137"
"456","-9.589934673366832","436.6975590215408"
"456","-9.001874371859294","436.65312447407814"
"456","-8.413814070351757","436.6193250740079"
"456","-7.825753768844218","436.59608205223105"
"456","-7.237693467336681","436.58331364680515"
"456","-6.649633165829143","436.5809351810809"
"456","-6.061572864321605","436.5888591435186"
"456","-5.473512562814068","436.6069952690529"
"456","-4.885452261306529","436.635250621866"
"456","-4.297391959798992","436.6735296794379"
"456","-3.709331658291454","436.72173441773185"
"456","-3.1212713567839163","436.77976439738353"
"456","-2.5332110552763787","436.8475168507553"
"456","-1.945150753768841","436.9248867697221"
"456","-1.3570904522613032","437.0117669940552"
"456","-0.7690301507537655","437.1080483002722"
"456","-0.18096984924623738","437.21361949082217"
"456","0.40709045226130036","437.32836748348035"
"456","0.9951507537688381","437.45217740082416"
"456","1.5832110552763758","437.5849326596702"
"456","2.1712713567839135","437.7265150603507"
"456","2.759331658291451","437.8768048757148"
"456","3.347391959798989","438.0356809397388"
"456","3.935452261306527","438.2030207356387"
"456","4.523512562814065","438.3787004833767"
"456","5.1115728643216025","438.5625952264618"
"456","5.69963316582914","438.75457891794446"
"456","6.287693467336678","438.9545245055141"
"456","6.875753768844215","439.1623040156074"
"456","7.463814070351753","439.3777886364451"
"456","8.051874371859292","439.6008487999139"
"456","8.63993467336683","439.8313542622198"
"456","9.227994974874367","440.06917418323974"
"456","9.816055276381904","440.3141772045051"
"456","10.404115577889442","440.5662315257542"
"456","10.99217587939698","440.82520497999604"
"456","11.580236180904517","441.0909651070321"
"456","12.168296482412055","441.3633792253864"
"456","12.756356783919593","441.64231450259945"
"456","13.34441708542713","441.92763802384644"
"456","13.932477386934668","442.21921685884206"
"456","14.520537688442205","442.5169181270018"
"456","15.108597989949743","442.8206090608304"
"456","15.696658291457283","443.1301570675144"
"456","16.28471859296482","443.44542978869805"
"456","16.872778894472358","443.76629515842717"
"456","17.460839195979894","444.09262145924595"
"456","18.048899497487433","444.4242773764411"
"456","18.63695979899497","444.7611320504224"
"456","19.22502010050251","445.103055127241"
"456","19.813080402010044","445.44991680724326"
"456","20.401140703517584","445.801587891863"
"456","20.989201005025123","446.1579398285599"
"456","21.57726130653266","446.5188447539091"
"456","22.1653216080402","446.88417553485607"
"456","22.753381909547734","447.25380580814715"
"456","23.341442211055274","447.6276100179521"
"456","23.92950251256281","448.0054634516966"
"456","24.51756281407035","448.38724227412166"
"456","25.105623115577885","448.77282355959335"
"456","25.693683417085424","449.1620853226836"
"456","26.28174371859296","449.5549065470468"
"456","26.8698040201005","449.95116721261803"
"456","27.457864321608035","450.35074832115964"
"456","28.045924623115575","450.75353192018434"
"456","28.63398492462311","451.15940112528295"
"456","29.22204522613065","451.5682401408904"
"456","29.810105527638186","451.9799342795166"
"456","30.398165829145725","452.39436997947985"
"456","30.986226130653264","452.8114348211705"
"456","31.5742864321608","453.23101754188366"
"456","32.162346733668336","453.65300804925226"
"456","32.750407035175876","454.07729743331765"
"456","33.338467336683415","454.50377797727305"
"456","33.926527638190954","454.9323431669168"
"456","34.51458793969849","455.3628876988532"
"456","35.102648241206026","455.79530748747686"
"456","35.690708542713566","456.22949967078154"
"456","36.278768844221105","456.6653626150304"
"456","36.86682914572864","457.10279591832784"
"456","37.45488944723618","457.5417004131313"
"456","38.042949748743716","457.9819781677459"
"456","38.631010050251255","458.4235324868394"
"456","39.21907035175879","458.8662679110199"
"456","39.80713065326633","459.3100902155181"
"456","40.39519095477387","459.7549064080136"
"456","40.983251256281406","460.2006247256501"
"456","41.571311557788945","460.64715463127754"
"456","42.15937185929648","461.09440680896785"
"456","42.74743216080402","461.5422931588431"
"456","43.33549246231156","461.99072679126147"
"456","43.923552763819096","462.43962202040024"
"456","44.51161306532663","462.88889435728333"
"456","45.09967336683417","463.33846050229107"
"456","45.68773366834171","463.7882383371983"
"456","46.275793969849246","464.23814691678143"
"456","46.86385427135678","464.6881064600373"
"456","47.45191457286432","465.13803834105636"
"456","48.03997487437186","465.58786507958996"
"456","48.6280351758794","466.03751033135563"
"456","49.216095477386936","466.48689887811867"
"456","49.80415577889447","466.9359566175912"
"456","50.39221608040201","467.3846105531884"
"456","50.98027638190955","467.8327887836799"
"456","51.56833668341709","468.28042049277434"
"456","52.15639698492462","468.7274359386749"
"456","52.74445728643216","469.1737664436402"
"456","53.3325175879397","469.6193443835866"
"456","53.92057788944724","470.0641031777655"
"456","54.50863819095477","470.5079772785465"
"456","55.09669849246231","470.9509021613395"
"456","55.68475879396985","471.39281431468436"
"456","56.27281909547739","471.833651230535"
"456","56.86087939698492","472.27335139476685"
"456","57.44893969849246","472.7118542779305"
"456","58.037","473.1491003262752"
"456","-58.987","478.3840907447497"
"456","-58.39893969849246","477.5320601366153"
"456","-57.81087939698492","476.68510459802667"
"456","-57.22281909547739","475.8433803213872"
"456","-56.63475879396985","475.00704344637796"
"456","-56.04669849246231","474.1762499825836"
"456","-55.45863819095477","473.35115573070516"
"456","-54.87057788944724","472.5319162024111"
"456","-54.2825175879397","471.7186865388853"
