"atom_id","element","x","y","z"
"0","55","4.175110683949077","4.623247149941509","8.81925"
"1","82","4.05945","8.359","5.8795"
"2","35","2.445252581853733","5.860188177264164","5.5059709533124375"
"3","35","3.563859338440414","8.3142112770683","8.81925"
