Intensity,HKL,G-vector Length
0.09379257,-12 -4 0,1.5535362731523206
0.0002322406,-12 0 -2,1.4877527969405544
0.09458093,-10 0 -2,1.2433528673725671
0.0050829826,-10 4 -4,1.3644465881826318
0.11375745,-9 -5 1,1.2624615814737106
0.32996932,-7 3 -3,0.9681072289274015
0.0016799901,-7 7 -5,1.2749296571566433
1.3857405,-5 -7 3,1.0703492085725446
0.0005566097,-4 6 -4,0.9347103386594214
0.08835217,-3 9 -5,1.2151716642070292
0.09849741,-1 -9 5,1.1641658843512799
0.28725016,0 8 -4,1.0157310557387278
0.71577424,1 -5 3,0.6618691558734868
0.5313569,2 -6 4,0.8316509433621158
1.087871,4 -2 2,0.5734965537824772
0.6895848,5 -3 3,0.7570673242851041
0.36818373,7 5 -1,1.0527905418921328
0.00059422094,8 0 2,0.9999025612542095
0.0108888205,9 -5 5,1.329429914625547
0.035580177,11 3 1,1.4041388418182368
0.106929116,12 2 2,1.5068669147622424
