Intensity,HKL,G-vector Length
0.00053125713,-18 -4 -4,2.293413019523073
2.381978e-05,-18 -3 -5,2.2857482260275073
0.00012445152,-18 -2 -6,2.2874958362372992
6.2310704e-05,-18 -1 -7,2.2986343820110213
0.00019866478,-17 -7 0,2.255086124639088
8.248685e-05,-17 -6 -1,2.215079724513206
0.0018065898,-17 -5 -2,2.184223778760864
2.1494983e-05,-17 -3 -5,2.1664941168233516
0.00027559552,-17 -2 -6,2.168337911093965
3.098823e-05,-17 -1 -7,2.1800854131179386
2.952106e-05,-17 0 -8,2.2015780916508527
0.00011167582,-17 1 -9,2.2325345130881042
8.188634e-06,-17 2 -10,2.272567971253487
0.0004120206,-16 -9 3,2.260071172423449
0.00017833186,-16 -6 -1,2.099039931348822
0.00010465308,-16 -5 -2,2.0664520932249597
0.00018519357,-16 -4 -3,2.0439105770889032
6.882376e-05,-16 -3 -4,2.031749791195534
0.00048256683,-16 -2 -5,2.0301562881353314
5.2667816e-05,-16 -1 -6,2.039154841553942
0.001547652,-16 0 -8,2.0847874947981393
9.863378e-05,-16 1 -9,2.1174521121860796
0.000619934,-16 2 -10,2.1596200058531143
1.9354e-05,-16 3 -11,2.2107474449393467
0.00013516378,-16 4 -12,2.270229181002618
0.00017653621,-15 -9 3,2.153520558033273
0.0006758404,-15 -8 2,2.0876229295082704
0.00041724078,-15 -7 1,2.0302164345435125
0.004410639,-15 -3 -4,1.912521545200957
0.00029395794,-15 -2 -5,1.9108286923563422
0.0029189084,-15 -1 -6,1.9203865484718872
0.00027574797,-15 0 -7,1.9410289211952547
0.00038200885,-15 1 -8,1.972407823860519
8.521195e-05,-15 2 -9,2.0140214864000545
0.00045492992,-15 3 -10,2.0652513273403583
0.00011324144,-15 4 -11,2.12540210685561
6.306093e-05,-15 5 -13,2.234569703923358
0.00018907833,-15 5 -12,2.1937401304431083
0.00016432078,-15 6 -13,2.269525936699546
0.0009280264,-14 -11 6,2.2283458042530047
0.00071166153,-14 -6 0,1.867765699587989
0.0015455609,-14 -5 -1,1.827112317557847
0.0021250783,-14 -4 -2,1.79755965317731
0.00060743524,-14 -3 -3,1.7796608007806936
0.00016960305,-14 0 -7,1.8241890579483717
0.00090265594,-14 1 -8,1.8575428286557496
0.0002721916,-14 2 -9,1.9016717841907853
0.00010594948,-14 3 -10,1.9558467124571532
0.0026775822,-14 4 -11,2.01925920174124
0.00011059883,-14 5 -12,2.091069022856255
0.00041913686,-14 6 -13,2.1704428502557915
7.817776e-05,-14 7 -14,2.2565826480430706
0.0031045075,-13 -9 4,1.9592776836286794
0.0007920213,-13 -8 3,1.8827699901260813
0.0003141547,-13 -4 -2,1.679771265534713
0.0017779337,-13 -3 -3,1.6606034005934722
0.00064037496,-13 -2 -4,1.6542872715928885
0.00077855785,-13 -1 -5,1.660969497971293
0.0018589819,-13 0 -6,1.6804950290830685
0.00037213526,-13 1 -7,1.712424592704719
0.00056513393,-13 2 -8,1.7560817184778357
0.0009564178,-13 4 -11,1.9151557273152178
0.0003557622,-13 5 -12,1.990724412077846
0.000101087106,-13 6 -13,2.073942256467672
0.0012300467,-13 7 -14,2.16392695228533
0.000118150994,-13 8 -15,2.259870305977018
0.0012227659,-12 -11 7,2.066571202687079
0.0015653509,-12 -7 2,1.707254123734578
0.0028000264,-12 -6 1,1.6452817005896099
0.006043204,-12 -5 0,1.594452156361702
0.00021506692,-12 -1 -5,1.5425859685487753
0.004219819,-12 0 -6,1.5635906210986044
0.0014423925,-12 1 -7,1.5978580549462467
0.0016289876,-12 2 -8,1.6445594153057563
0.0008985328,-12 3 -9,1.7026718857519632
0.004196659,-12 4 -10,1.7710725575014168
0.001168149,-12 5 -11,1.8486197636843003
0.00056113757,-12 6 -12,1.9342136983226323
0.00028880098,-12 7 -13,2.026835169474508
0.00017585618,-12 8 -14,2.125565701408387
9.877052e-05,-12 9 -15,2.229593880314041
0.0034246359,-11 -9 5,1.782052294360598
0.0035645722,-11 -4 -1,1.439369478653996
0.016315963,-11 -3 -2,1.4118398414283524
0.006315332,-11 -2 -3,1.3992460659059656
0.0022638948,-11 -1 -4,1.4019907066051953
0.041245673,-11 0 -5,1.4199848249916174
0.000891036,-11 3 -9,1.5969297534745093
0.0009065622,-11 4 -10,1.6696680452648909
0.00016565983,-11 5 -11,1.751710221061216
0.0003002442,-11 6 -12,1.8418133969289923
0.0005004058,-11 7 -13,1.938854056650221
9.243343e-05,-11 8 -14,2.041843306969477
5.7276804e-05,-11 9 -15,2.1499264407854075
0.0002443862,-11 10 -16,2.2623735068961306
0.011461474,-10 -7 3,1.5110949034081835
0.012037949,-10 -6 2,1.4356803720221818
0.0034792381,-10 -1 -4,1.283358632640289
0.001763921,-10 0 -5,1.3029921842488368
0.0022619518,-10 1 -6,1.3385284673102342
0.007535238,-10 2 -7,1.388747225643076
0.004347867,-10 3 -8,1.4521259687120542
0.009349309,-10 4 -9,1.527026972463038
0.00019029959,-10 5 -10,1.6118447486021932
0.00045787526,-10 6 -11,1.705100051583024
0.001966854,-10 7 -12,1.805485932253564
0.0021404542,-10 8 -13,1.9118795177959664
0.0009039379,-10 9 -15,2.074516487884298
0.00037458393,-10 9 -14,2.0233333148334904
7.0759714e-05,-10 10 -16,2.1908375414126784
0.00023685223,-10 10 -15,2.1390564949546214
0.00011499861,-10 11 -16,2.258392846172948
0.0015633744,-9 -14 12,2.2529033038933544
0.00918014,-9 -4 0,1.2073775624146514
0.0033688587,-9 -3 -1,1.1682477957194493
0.0043729865,-9 -2 -2,1.1467065097615365
0.002405588,-9 3 -8,1.3492377690393924
0.0005945313,-9 4 -9,1.4295399237048851
0.0029984992,-9 5 -10,1.5198081467326947
0.00037904934,-9 6 -11,1.6183756627029133
0.005775923,-9 7 -12,1.7238194051954068
7.326874e-05,-9 8 -13,1.8349543512503317
0.0019599725,-9 9 -14,1.9508080822987
0.00048411955,-9 10 -15,2.070588672357806
0.00023258758,-9 11 -16,2.1936529578709854
0.0045735445,-8 -12 10,1.9378291390278912
0.006802054,-8 -7 4,1.3371320285524304
0.006586947,-8 -1 -3,1.0248270001118363
0.0055169044,-8 0 -4,1.0423937473990696
0.015888523,-8 1 -5,1.0798100029265572
0.011918841,-8 2 -6,1.135114590501309
0.0022358987,-8 3 -7,1.205848745930759
0.017799512,-8 4 -8,1.289475798881755
0.00011183024,-8 9 -14,1.8835516380152646
0.00091694354,-8 10 -15,2.007349580827062
0.0015974359,-8 11 -16,2.134063841493104
4.2582924e-05,-8 12 -17,2.2632046290238876
0.004400089,-7 -14 13,2.1842502518768754
0.00973933,-7 -4 1,0.9897271093291823
0.006109941,-7 -3 0,0.9338828497939945
0.0039914097,-7 3 -7,1.1074852449805916
0.002167872,-7 4 -8,1.1979985376162776
0.0010282621,-7 5 -9,1.2988333217764645
0.0014777109,-7 6 -10,1.4077734450997994
0.0005033583,-7 7 -11,1.5230806679373738
0.0004817592,-7 8 -12,1.6434153287304103
