tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-18,-4,-3,2296.610107421875
1,-1.4491525423728813,0.0,-18,-4,-3,2296.610107421875
2,-1.3983050847457628,0.0,-18,-4,-3,2296.610107421875
3,-1.347457627118644,0.0,-18,-4,-3,2296.610107421875
4,-1.2966101694915255,0.0,-18,-4,-3,2296.610107421875
5,-1.2457627118644068,0.0,-18,-4,-3,2296.610107421875
6,-1.194915254237288,0.0,-18,-4,-3,2296.610107421875
7,-1.1440677966101696,0.0,-18,-4,-3,2296.610107421875
8,-1.0932203389830508,0.0,-18,-4,-3,2296.610107421875
9,-1.042372881355932,0.0,-18,-4,-3,2296.610107421875
10,-0.9915254237288136,0.0,-18,-4,-3,2296.610107421875
11,-0.9406779661016949,0.0,-18,-4,-3,2296.610107421875
12,-0.8898305084745762,0.0,-18,-4,-3,2296.610107421875
13,-0.8389830508474576,0.0,-18,-4,-3,2296.610107421875
14,-0.7881355932203389,0.0,-18,-4,-3,2296.610107421875
15,-0.7372881355932203,0.0,-18,-4,-3,2296.610107421875
16,-0.6864406779661016,0.0,-18,-4,-3,2296.610107421875
17,-0.635593220338983,0.0,-18,-4,-3,2296.610107421875
18,-0.5847457627118644,0.0,-18,-4,-3,2296.610107421875
19,-0.5338983050847457,2.8414588015834852e-08,-18,-4,-3,2296.610107421875
20,-0.48305084745762716,6.858411438770418e-08,-18,-4,-3,2296.610107421875
21,-0.43220338983050843,6.131240297690965e-07,-18,-4,-3,2296.610107421875
22,-0.3813559322033897,6.076077596617324e-08,-18,-4,-3,2296.610107421875
23,-0.3305084745762712,1.8456921679899096e-07,-18,-4,-3,2296.610107421875
24,-0.27966101694915246,7.720593941940024e-08,-18,-4,-3,2296.610107421875
25,-0.22881355932203373,2.7653156848828075e-06,-18,-4,-3,2296.610107421875
26,-0.17796610169491522,7.31459294911474e-07,-18,-4,-3,2296.610107421875
27,-0.1271186440677965,4.577980803333048e-07,-18,-4,-3,2296.610107421875
28,-0.07627118644067776,1.9662256818264723e-05,-18,-4,-3,2296.610107421875
29,-0.025423728813559254,4.376993274490815e-06,-18,-4,-3,2296.610107421875
30,0.025423728813559476,9.195686288876459e-05,-18,-4,-3,2296.610107421875
31,0.07627118644067798,0.00022220780374482274,-18,-4,-3,2296.610107421875
32,0.12711864406779672,0.002258941065520048,-18,-4,-3,2296.610107421875
