tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-18,-4,-3,425.4237365722656
1,-1.4491525423728813,0.0,-18,-4,-3,425.4237365722656
2,-1.3983050847457628,0.0,-18,-4,-3,425.4237365722656
3,-1.347457627118644,0.0,-18,-4,-3,425.4237365722656
4,-1.2966101694915255,0.0,-18,-4,-3,425.4237365722656
5,-1.2457627118644068,0.0,-18,-4,-3,425.4237365722656
6,-1.194915254237288,0.0,-18,-4,-3,425.4237365722656
7,-1.1440677966101696,0.0,-18,-4,-3,425.4237365722656
8,-1.0932203389830508,0.0,-18,-4,-3,425.4237365722656
9,-1.042372881355932,0.0,-18,-4,-3,425.4237365722656
10,-0.9915254237288136,0.0,-18,-4,-3,425.4237365722656
11,-0.9406779661016949,0.0,-18,-4,-3,425.4237365722656
12,-0.8898305084745762,0.0,-18,-4,-3,425.4237365722656
13,-0.8389830508474576,0.0,-18,-4,-3,425.4237365722656
14,-0.7881355932203389,0.0,-18,-4,-3,425.4237365722656
15,-0.7372881355932203,0.0,-18,-4,-3,425.4237365722656
16,-0.6864406779661016,0.0,-18,-4,-3,425.4237365722656
17,-0.635593220338983,0.0,-18,-4,-3,425.4237365722656
18,-0.5847457627118644,0.0,-18,-4,-3,425.4237365722656
19,-0.5338983050847457,4.442874068644187e-09,-18,-4,-3,425.4237365722656
20,-0.48305084745762716,2.669039034230991e-08,-18,-4,-3,425.4237365722656
21,-0.43220338983050843,4.186181179477444e-09,-18,-4,-3,425.4237365722656
22,-0.3813559322033897,1.6440303340914397e-08,-18,-4,-3,425.4237365722656
23,-0.3305084745762712,2.492004291809735e-08,-18,-4,-3,425.4237365722656
24,-0.27966101694915246,6.990322276578809e-08,-18,-4,-3,425.4237365722656
25,-0.22881355932203373,3.853442365198134e-08,-18,-4,-3,425.4237365722656
26,-0.17796610169491522,3.6704301464851596e-07,-18,-4,-3,425.4237365722656
27,-0.1271186440677965,6.653512514276372e-07,-18,-4,-3,425.4237365722656
28,-0.07627118644067776,5.86227429266728e-07,-18,-4,-3,425.4237365722656
29,-0.025423728813559254,8.269099112112599e-07,-18,-4,-3,425.4237365722656
30,0.025423728813559476,5.365269771573367e-06,-18,-4,-3,425.4237365722656
31,0.07627118644067798,1.0007273886003532e-05,-18,-4,-3,425.4237365722656
32,0.12711864406779672,2.1457842649397207e-06,-18,-4,-3,425.4237365722656
33,0.17796610169491545,1.2022749160678359e-06,-18,-4,-3,425.4237365722656
34,0.22881355932203395,1.9580845673772274e-06,-18,-4,-3,425.4237365722656
35,0.2796610169491527,1.88028836944909e-09,-18,-4,-3,425.4237365722656
36,0.3305084745762712,2.173779911629481e-08,-18,-4,-3,425.4237365722656
37,0.3813559322033899,1.5196704339359712e-07,-18,-4,-3,425.4237365722656
38,0.43220338983050866,1.061155785464507e-06,-18,-4,-3,425.4237365722656
39,0.48305084745762716,8.682352614641786e-08,-18,-4,-3,425.4237365722656
40,0.5338983050847457,2.677994928035332e-07,-18,-4,-3,425.4237365722656
41,0.5847457627118646,1.6711426908955218e-08,-18,-4,-3,425.4237365722656
42,0.6355932203389831,4.322564706171761e-08,-18,-4,-3,425.4237365722656
43,0.6864406779661016,1.5251163887342045e-08,-18,-4,-3,425.4237365722656
44,0.7372881355932206,1.0686645879331991e-07,-18,-4,-3,425.4237365722656
45,0.7881355932203391,1.6353672194213686e-08,-18,-4,-3,425.4237365722656
46,0.8389830508474576,0.0,-18,-4,-3,425.4237365722656
47,0.8898305084745766,0.0,-18,-4,-3,425.4237365722656
48,0.9406779661016951,0.0,-18,-4,-3,425.4237365722656
49,0.9915254237288136,0.0,-18,-4,-3,425.4237365722656
50,1.0423728813559325,0.0,-18,-4,-3,425.4237365722656
51,1.093220338983051,0.0,-18,-4,-3,425.4237365722656
52,1.1440677966101696,0.0,-18,-4,-3,425.4237365722656
53,1.1949152542372885,0.0,-18,-4,-3,425.4237365722656
54,1.245762711864407,0.0,-18,-4,-3,425.4237365722656
