Intensity,HKL,G-vector Length
0.00015263334,-11 -14 -9,2.2861448202943846
6.3861145e-05,-11 -14 -8,2.2590968116823658
0.00041830246,-11 -14 -7,2.234959441913894
2.7995302e-05,-11 -14 -6,2.213827917137813
0.00015209492,-11 -14 -5,2.1957890207507376
0.00014489489,-11 -14 -4,2.180919493665978
7.6863595e-05,-11 -14 -3,2.169284510917621
0.00019870867,-11 -14 -2,2.1609363197498412
0.00093791564,-11 -14 -1,2.15591310213861
0.00023030167,-11 -14 0,2.1542381175682297
5.9365484e-05,-11 -14 1,2.155919170017036
0.000739628,-11 -14 2,2.1609484272795667
0.00026106555,-11 -14 3,2.169302602296224
4.7662637e-05,-10 -13 -13,2.2710977962636223
0.00011120929,-10 -13 -12,2.2309379754343444
0.00018626204,-10 -13 -11,2.193341819582335
0.00016473344,-10 -13 -10,2.1584432960062805
0.00026731307,-10 -13 -9,2.1263752312026716
5.1179428e-05,-10 -13 -8,2.0972674657568176
8.1209655e-05,-10 -13 -7,2.0712448091000453
0.00015255224,-10 -13 -6,2.0484248418669875
0.00014817604,-10 -13 -5,2.028915632446
6.8014546e-05,-10 -13 -4,2.0128134517738503
0.00018611632,-10 -13 -3,2.0002005841794523
0.00018340864,-10 -13 -2,1.9911433397708798
0.00014447012,-10 -13 -1,1.9856903734792324
0.0022507259,-10 -12 14,2.2351010344199285
0.00023959923,-10 -12 15,2.281541417221517
4.790045e-05,-9 -12 -16,2.2673913058527444
0.00029581843,-9 -12 -15,2.2174007770354223
4.4031374e-05,-9 -12 -14,2.1695930759914464
0.00022774415,-9 -12 -13,2.1241155952618986
0.00016023008,-9 -12 -12,2.081121103139277
0.00026462195,-9 -12 -11,2.0407665390927314
3.9082384e-05,-9 -12 -10,2.003211453012751
0.0009118358,-9 -12 -9,1.9686160674784816
0.00032245633,-9 -12 -8,1.937138960952331
0.0008507378,-9 -12 -7,1.9089343949430426
0.00018784837,-9 -12 -6,1.8841493389871449
