tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-17,-7,-1,1889.8304443359375
1,-1.4491525423728813,0.0,-17,-7,-1,1889.8304443359375
2,-1.3983050847457628,0.0,-17,-7,-1,1889.8304443359375
3,-1.347457627118644,0.0,-17,-7,-1,1889.8304443359375
4,-1.2966101694915255,0.0,-17,-7,-1,1889.8304443359375
5,-1.2457627118644068,0.0,-17,-7,-1,1889.8304443359375
6,-1.194915254237288,0.0,-17,-7,-1,1889.8304443359375
7,-1.1440677966101696,0.0,-17,-7,-1,1889.8304443359375
8,-1.0932203389830508,0.0,-17,-7,-1,1889.8304443359375
9,-1.042372881355932,0.0,-17,-7,-1,1889.8304443359375
10,-0.9915254237288136,0.0,-17,-7,-1,1889.8304443359375
11,-0.9406779661016949,0.0,-17,-7,-1,1889.8304443359375
12,-0.8898305084745762,0.0,-17,-7,-1,1889.8304443359375
13,-0.8389830508474576,0.0,-17,-7,-1,1889.8304443359375
14,-0.7881355932203389,0.0,-17,-7,-1,1889.8304443359375
15,-0.7372881355932203,0.0,-17,-7,-1,1889.8304443359375
16,-0.6864406779661016,0.0,-17,-7,-1,1889.8304443359375
17,-0.635593220338983,0.0,-17,-7,-1,1889.8304443359375
18,-0.5847457627118644,0.0,-17,-7,-1,1889.8304443359375
19,-0.5338983050847457,0.0,-17,-7,-1,1889.8304443359375
20,-0.48305084745762716,0.0,-17,-7,-1,1889.8304443359375
21,-0.43220338983050843,0.0,-17,-7,-1,1889.8304443359375
22,-0.3813559322033897,0.0,-17,-7,-1,1889.8304443359375
23,-0.3305084745762712,0.0,-17,-7,-1,1889.8304443359375
24,-0.27966101694915246,0.0,-17,-7,-1,1889.8304443359375
25,-0.22881355932203373,6.362772069223865e-07,-17,-7,-1,1889.8304443359375
26,-0.17796610169491522,3.2725552046031225e-07,-17,-7,-1,1889.8304443359375
27,-0.1271186440677965,6.643398933192657e-07,-17,-7,-1,1889.8304443359375
28,-0.07627118644067776,1.7347207403872744e-07,-17,-7,-1,1889.8304443359375
29,-0.025423728813559254,1.460661849250755e-07,-17,-7,-1,1889.8304443359375
30,0.025423728813559476,2.278939206235009e-07,-17,-7,-1,1889.8304443359375
31,0.07627118644067798,2.6502138439354894e-07,-17,-7,-1,1889.8304443359375
32,0.12711864406779672,2.931309097675694e-07,-17,-7,-1,1889.8304443359375
33,0.17796610169491545,1.7307170310232323e-06,-17,-7,-1,1889.8304443359375
34,0.22881355932203395,4.033676148651466e-08,-17,-7,-1,1889.8304443359375
35,0.2796610169491527,8.693841664353386e-07,-17,-7,-1,1889.8304443359375
36,0.3305084745762712,3.153869272409793e-07,-17,-7,-1,1889.8304443359375
37,0.3813559322033899,8.889886885299347e-06,-17,-7,-1,1889.8304443359375
38,0.43220338983050866,3.2581010600551963e-06,-17,-7,-1,1889.8304443359375
39,0.48305084745762716,1.1975977031397633e-05,-17,-7,-1,1889.8304443359375
40,0.5338983050847457,0.0002963168080896139,-17,-7,-1,1889.8304443359375
41,0.5847457627118646,0.00012278523354325444,-17,-7,-1,1889.8304443359375
42,0.6355932203389831,5.023182893637568e-05,-17,-7,-1,1889.8304443359375
43,0.6864406779661016,1.556320785311982e-05,-17,-7,-1,1889.8304443359375
44,0.7372881355932206,2.852577154044411e-06,-17,-7,-1,1889.8304443359375
45,0.7881355932203391,3.724159114426584e-06,-17,-7,-1,1889.8304443359375
46,0.8389830508474576,1.3000617400393821e-06,-17,-7,-1,1889.8304443359375
47,0.8898305084745766,8.47504361445317e-06,-17,-7,-1,1889.8304443359375
48,0.9406779661016951,1.1904261327799759e-06,-17,-7,-1,1889.8304443359375
49,0.9915254237288136,7.836589247744996e-06,-17,-7,-1,1889.8304443359375
50,1.0423728813559325,9.229495958607004e-07,-17,-7,-1,1889.8304443359375
51,1.093220338983051,2.1300513708411017e-06,-17,-7,-1,1889.8304443359375
52,1.1440677966101696,6.307488433776598e-07,-17,-7,-1,1889.8304443359375
53,1.1949152542372885,3.6788881629945536e-07,-17,-7,-1,1889.8304443359375
54,1.245762711864407,1.2945145044795936e-07,-17,-7,-1,1889.8304443359375
55,1.2966101694915255,2.2799561065767193e-06,-17,-7,-1,1889.8304443359375
56,1.3474576271186445,6.395274709802834e-08,-17,-7,-1,1889.8304443359375
57,1.398305084745763,4.037123915168195e-07,-17,-7,-1,1889.8304443359375
58,1.4491525423728815,0.0,-17,-7,-1,1889.8304443359375
59,1.5,0.0,-17,-7,-1,1889.8304443359375
0,-1.5,0.0,-17,-6,-2,1889.8304443359375
1,-1.4491525423728813,0.0,-17,-6,-2,1889.8304443359375
2,-1.3983050847457628,0.0,-17,-6,-2,1889.8304443359375
3,-1.347457627118644,0.0,-17,-6,-2,1889.8304443359375
4,-1.2966101694915255,0.0,-17,-6,-2,1889.8304443359375
5,-1.2457627118644068,0.0,-17,-6,-2,1889.8304443359375
6,-1.194915254237288,0.0,-17,-6,-2,1889.8304443359375
7,-1.1440677966101696,0.0,-17,-6,-2,1889.8304443359375
8,-1.0932203389830508,0.0,-17,-6,-2,1889.8304443359375
9,-1.042372881355932,0.0,-17,-6,-2,1889.8304443359375
10,-0.9915254237288136,0.0,-17,-6,-2,1889.8304443359375
11,-0.9406779661016949,0.0,-17,-6,-2,1889.8304443359375
12,-0.8898305084745762,0.0,-17,-6,-2,1889.8304443359375
13,-0.8389830508474576,0.0,-17,-6,-2,1889.8304443359375
14,-0.7881355932203389,0.0,-17,-6,-2,1889.8304443359375
15,-0.7372881355932203,3.170226136717247e-06,-17,-6,-2,1889.8304443359375
16,-0.6864406779661016,3.242626462451881e-06,-17,-6,-2,1889.8304443359375
17,-0.635593220338983,7.144415121729253e-07,-17,-6,-2,1889.8304443359375
18,-0.5847457627118644,1.0678898831883998e-07,-17,-6,-2,1889.8304443359375
19,-0.5338983050847457,2.458142773775762e-07,-17,-6,-2,1889.8304443359375
20,-0.48305084745762716,1.4568682615845319e-07,-17,-6,-2,1889.8304443359375
21,-0.43220338983050843,4.1145980844703445e-08,-17,-6,-2,1889.8304443359375
22,-0.3813559322033897,1.0357131941418629e-05,-17,-6,-2,1889.8304443359375
23,-0.3305084745762712,2.144162863260135e-06,-17,-6,-2,1889.8304443359375
24,-0.27966101694915246,1.794438503566198e-06,-17,-6,-2,1889.8304443359375
25,-0.22881355932203373,1.914698259497527e-06,-17,-6,-2,1889.8304443359375
26,-0.17796610169491522,1.6265838667095522e-06,-17,-6,-2,1889.8304443359375
27,-0.1271186440677965,1.5824723504920257e-06,-17,-6,-2,1889.8304443359375
28,-0.07627118644067776,1.1229993106098846e-05,-17,-6,-2,1889.8304443359375
29,-0.025423728813559254,6.893528916407377e-05,-17,-6,-2,1889.8304443359375
30,0.025423728813559476,0.00024417886743322015,-17,-6,-2,1889.8304443359375
31,0.07627118644067798,1.7764555195753928e-06,-17,-6,-2,1889.8304443359375
32,0.12711864406779672,4.194024586468004e-05,-17,-6,-2,1889.8304443359375
33,0.17796610169491545,2.4095386379485717e-06,-17,-6,-2,1889.8304443359375
34,0.22881355932203395,7.693596671742853e-06,-17,-6,-2,1889.8304443359375
